name	name_type	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Kullman, Seth W."	personal				NCSU	Dspace	1840.20/8
"Kumagai, N."	personal				NCSU	Dspace	1840.20/8
"Kumar, Amit"	personal				NCSU	Dspace	1840.20/8
"Kumar, Anjali"	personal				NCSU	Dspace	1840.20/8
"Kumar, Arvind P."	personal				NCSU	Dspace	1840.20/8
"Kumar, Devendra"	personal				NCSU	Dspace	1840.20/8
"Kumar, S."	personal				NCSU	Dspace	1840.20/8
"Kumar, Sujit R."	personal				NCSU	Dspace	1840.20/8
"Kume, T."	personal				NCSU	Dspace	1840.20/8
"Moriya, Kumiaki"	personal				NCSU	Dspace	1840.20/8
"Kuna, M."	personal				NCSU	Dspace	1840.20/8
"Kundurpi, P.S."	personal				NCSU	Dspace	1840.20/8
"Kungla, Edward R."	personal				NCSU	Dspace	1840.20/8
"Sato, Kunihiko"	personal				NCSU	Dspace	1840.20/8
"Kunisch, Karl"	personal				NCSU	Dspace	1840.20/8
"Kuniya, J."	personal				NCSU	Dspace	1840.20/8
"Kuniya, Jiro"	personal				NCSU	Dspace	1840.20/8
"Kunnathur, Anand S."	personal				NCSU	Dspace	1840.20/8
"Kuno, M."	personal				NCSU	Dspace	1840.20/8
"Kunsch, H. R."	personal				NCSU	Dspace	1840.20/8
"Kuo, A.Y."	personal				NCSU	Dspace	1840.20/8
"Kuo, Lynn"	personal				NCSU	Dspace	1840.20/8
"Kuo, Ming H."	personal				NCSU	Dspace	1840.20/8
"Kuo, P. T."	personal				NCSU	Dspace	1840.20/8
"Kuo, Way"	personal				NCSU	Dspace	1840.20/8
"Kupferschmidt, Bill"	personal				NCSU	Dspace	1840.20/8
"Kupper, Lawrence L."	personal				NCSU	Dspace	1840.20/8
"Kupperman, D.S."	personal				NCSU	Dspace	1840.20/8
"Kurabayashi, H."	personal				NCSU	Dspace	1840.20/8
"Kuraganti, Indira"	personal				NCSU	Dspace	1840.20/8
"Kuramoto, Edson"	personal				NCSU	Dspace	1840.20/8
"Kurdila, A. J."	personal				NCSU	Dspace	1840.20/8
"Kurganov, A."	personal				NCSU	Dspace	1840.20/8
"Kurian, E."	personal				NCSU	Dspace	1840.20/8
"Kuribayashi,   T."	personal				NCSU	Dspace	1840.20/8
"Kurihara,   C."	personal				NCSU	Dspace	1840.20/8
"Kurihara, K."	personal				NCSU	Dspace	1840.20/8
"Kurimoto, O."	personal				NCSU	Dspace	1840.20/8
"Kurita, S."	personal				NCSU	Dspace	1840.20/8
"Kurita, Tetsushi"	personal				NCSU	Dspace	1840.20/8
"Kuroda, K."	personal				NCSU	Dspace	1840.20/8
"Kuroda, S."	personal				NCSU	Dspace	1840.20/8
"Kuroda, T."	personal				NCSU	Dspace	1840.20/8
"Kuroha, M."	personal				NCSU	Dspace	1840.20/8
"Kurosawa, I."	personal				NCSU	Dspace	1840.20/8
"Kurose, James F."	personal				NCSU	Dspace	1840.20/8
"Kurstedt, Harold A., Jr."	personal				NCSU	Dspace	1840.20/8
"Kusakabe,   K."	personal				NCSU	Dspace	1840.20/8
"Kusakabe, Kaoru"	personal				NCSU	Dspace	1840.20/8
"Kusano, N."	personal				NCSU	Dspace	1840.20/8
"Kushawaha, H.S."	personal				NCSU	Dspace	1840.20/8
"Kushner, Harold J."	personal				NCSU	Dspace	1840.20/8
"Kushwaha, H.S."	personal				NCSU	Dspace	1840.20/8
"Kussmaul, K."	personal				NCSU	Dspace	1840.20/8
"Kuster, Christopher M."	personal				NCSU	Dspace	1840.20/8
"Kutylowski, R."	personal				NCSU	Dspace	1840.20/8
"Kuzdrall, P.J."	personal				NCSU	Dspace	1840.20/8
"Kuzelka, V."	personal				NCSU	Dspace	1840.20/8
"Kuzelka, Vaclav"	personal				NCSU	Dspace	1840.20/8
"Kuzma, Jozef"	personal				NCSU	Dspace	1840.20/8
"Kwak, J.W."	personal				NCSU	Dspace	1840.20/8
"Kwak, K.H."	personal				NCSU	Dspace	1840.20/8
"Kwanjai, Nantawan"	personal				NCSU	Dspace	1840.20/8
"Kwinn, Michael J., Jr."	personal				NCSU	Dspace	1840.20/8
"Kwon, Chimyung"	personal				NCSU	Dspace	1840.20/8
"Kwon, Hee-Dae"	personal				NCSU	Dspace	1840.20/8
"Kwon, Hun-woo"	personal				NCSU	Dspace	1840.20/8
"Kwon, K."	personal				NCSU	Dspace	1840.20/8
"Kyle, Robert G., Jr."	personal				NCSU	Dspace	1840.20/8
"Kyratzoglou, I. M."	personal				NCSU	Dspace	1840.20/8
"Kysiak, A."	personal				NCSU	Dspace	1840.20/8
"Kyung, Minjung"	personal				NCSU	Dspace	1840.20/8
"Kyzar, J."	personal				NCSU	Dspace	1840.20/8
"Laack, Dennis R."	personal				NCSU	Dspace	1840.20/8
"Laake, J. L."	personal				NCSU	Dspace	1840.20/8
"Labibes, Kamel"	personal				NCSU	Dspace	1840.20/8
"Lacey, Michael T."	personal				NCSU	Dspace	1840.20/8
"Lach, D.C."	personal				NCSU	Dspace	1840.20/8
"Lachenbruch, Peter A."	personal				NCSU	Dspace	1840.20/8
"Lachenmaier, Lynn S."	personal				NCSU	Dspace	1840.20/8
"Lacher, Elizabeth S."	personal				NCSU	Dspace	1840.20/8
"Lackmann, Gary"	personal				NCSU	Dspace	1840.20/8
"Lacouture, E. Guillouet"	personal				NCSU	Dspace	1840.20/8
"Lada, Emily K."	personal				NCSU	Dspace	1840.20/8
"Lagergren, J.H."	personal				NCSU	Dspace	1840.20/8
"Lagoni, Robert G."	personal				NCSU	Dspace	1840.20/8
"Laguna, Manuel"	personal				NCSU	Dspace	1840.20/8
"Lai, Chuen-Ki"	personal				NCSU	Dspace	1840.20/8
"Lai, Dennis"	personal				NCSU	Dspace	1840.20/8
"Lai, Fu-Yung"	personal				NCSU	Dspace	1840.20/8
"Lai, H.-C."	personal				NCSU	Dspace	1840.20/8
"Lai, Ming-Chih"	personal				NCSU	Dspace	1840.20/8
"Laiarinandrasana, L."	personal				NCSU	Dspace	1840.20/8
"Laiarinandrasana, Lucien"	personal				NCSU	Dspace	1840.20/8
"Laidig, William A."	personal				NCSU	Dspace	1840.20/8
"Laing, K. W."	personal				NCSU	Dspace	1840.20/8
"LaJimodiere, Cynthia"	personal				NCSU	Dspace	1840.20/8
"Lake, Michael"	personal				NCSU	Dspace	1840.20/8
"Lakshmanan, Raman"	personal				NCSU	Dspace	1840.20/8
"Lala, Jay"	personal				NCSU	Dspace	1840.20/8
"Lallement, J."	personal				NCSU	Dspace	1840.20/8
"Lam, Chan F."	personal				NCSU	Dspace	1840.20/8
"Lam, Raymond L. H."	personal				NCSU	Dspace	1840.20/8
"Lam, Tenny"	personal				NCSU	Dspace	1840.20/8
"Lam, Tenny N."	personal				NCSU	Dspace	1840.20/8
"Lam, Thomas"	personal				NCSU	Dspace	1840.20/8
"Lamare, F."	personal				NCSU	Dspace	1840.20/8
"Lamb, Aaron"	personal				NCSU	Dspace	1840.20/8
"Lamb, James C., III"	personal				NCSU	Dspace	1840.20/8
"Lamb, John D."	personal				NCSU	Dspace	1840.20/8
"Lambert, D.L."	personal				NCSU	Dspace	1840.20/8
"Lamblin, D."	personal				NCSU	Dspace	1840.20/8
"Lammers, Suzanne E."	personal				NCSU	Dspace	1840.20/8
"Lamond, C."	personal				NCSU	Dspace	1840.20/8
"Lamperti, J. Steven"	personal				NCSU	Dspace	1840.20/8
"Lancaster, Cynthia C."	personal				NCSU	Dspace	1840.20/8
"Lancia, Bruno"	personal				NCSU	Dspace	1840.20/8
"Lancia, R. A."	personal				NCSU	Dspace	1840.20/8
"Landauer, Christopher"	personal				NCSU	Dspace	1840.20/8
"Landauer, Christopher A."	personal				NCSU	Dspace	1840.20/8
"Landel, Robert D."	personal				NCSU	Dspace	1840.20/8
"Landis, J. R."	personal				NCSU	Dspace	1840.20/8
"Landis, J. Richard"	personal				NCSU	Dspace	1840.20/8
"Landois, Luis Leon"	personal				NCSU	Dspace	1840.20/8
"Landow, M.P."	personal				NCSU	Dspace	1840.20/8
"Landreth, Jay"	personal				NCSU	Dspace	1840.20/8
"Landry, Jeffrey P."	personal				NCSU	Dspace	1840.20/8
"Lane, Gearoid M."	personal				NCSU	Dspace	1840.20/8
"Lane, William L."	personal				NCSU	Dspace	1840.20/8
"Lange, H."	personal				NCSU	Dspace	1840.20/8
"Lange, Trent E."	personal				NCSU	Dspace	1840.20/8
"Langeland, K. A."	personal				NCSU	Dspace	1840.20/8
"Langeland, Kenneth E."	personal				NCSU	Dspace	1840.20/8
"Langenstein, M."	personal				NCSU	Dspace	1840.20/8
"Langenstein, Magnus"	personal				NCSU	Dspace	1840.20/8
"Langer, V."	personal				NCSU	Dspace	1840.20/8
"Langlois, Peter"	personal				NCSU	Dspace	1840.20/8
"Langville, Amy N."	personal				NCSU	Dspace	1840.20/8
"Lankford, Jerrod"	personal				NCSU	Dspace	1840.20/8
"Lansiart, Sylvie"	personal				NCSU	Dspace	1840.20/8
"Lansky, Petr"	personal				NCSU	Dspace	1840.20/8
"Lansky, Vera"	personal				NCSU	Dspace	1840.20/8
"Lanstra, Betty J."	personal				NCSU	Dspace	1840.20/8
"Lapajne, J.K."	personal				NCSU	Dspace	1840.20/8
"Lapides, M.."	personal				NCSU	Dspace	1840.20/8
"Lapides, M.E."	personal				NCSU	Dspace	1840.20/8
"LaPointe, T. F."	personal				NCSU	Dspace	1840.20/8
"Laqui, Charlotte"	personal				NCSU	Dspace	1840.20/8
"Larkin, John T."	personal				NCSU	Dspace	1840.20/8
"LaRocca, Christine A."	personal				NCSU	Dspace	1840.20/8
"Larson, Richard C."	personal				NCSU	Dspace	1840.20/8
"Larson, Roger H."	personal				NCSU	Dspace	1840.20/8
"LaSalle, Richard N."	personal				NCSU	Dspace	1840.20/8
"Lasater, Matthew Scott"	personal				NCSU	Dspace	1840.20/8
"Laskar, Renu"	personal				NCSU	Dspace	1840.20/8
"Lasken, Robert"	personal				NCSU	Dspace	1840.20/8
"Laskey, Kathryn B."	personal				NCSU	Dspace	1840.20/8
"Lasman, Lonnie L."	personal				NCSU	Dspace	1840.20/8
"Last, M."	personal				NCSU	Dspace	1840.20/8
"Laszos, Constantine"	personal				NCSU	Dspace	1840.20/8
"Latche, J.C."	personal				NCSU	Dspace	1840.20/8
"Latif, Muhammad M."	personal				NCSU	Dspace	1840.20/8
"Latus, P."	personal				NCSU	Dspace	1840.20/8
"Latus, Pawel"	personal				NCSU	Dspace	1840.20/8
"Lau, Henry"	personal				NCSU	Dspace	1840.20/8
"Lau, Hon-Shiang"	personal				NCSU	Dspace	1840.20/8
"Lau, L.-C."	personal				NCSU	Dspace	1840.20/8
"Laube, Jan"	personal				NCSU	Dspace	1840.20/8
"Laubmeier, A.N."	personal				NCSU	Dspace	1840.20/8
"Lauer, M.R."	personal				NCSU	Dspace	1840.20/8
"Laughery, K. R."	personal				NCSU	Dspace	1840.20/8
"Laughery, K. Ronald"	personal				NCSU	Dspace	1840.20/8
"Laughery, K. Ronald, Jr."	personal				NCSU	Dspace	1840.20/8
"Laughery, K.R."	personal				NCSU	Dspace	1840.20/8
"Laughery, Ron"	personal				NCSU	Dspace	1840.20/8
"Laukkanen, Anssi"	personal				NCSU	Dspace	1840.20/8
"Lauko, Istvan"	personal				NCSU	Dspace	1840.20/8
"Lauria, Donald T."	personal				NCSU	Dspace	1840.20/8
"Lauritsen, Diane D."	personal				NCSU	Dspace	1840.20/8
"Lauro, J.F."	personal				NCSU	Dspace	1840.20/8
"Lausch, Donald"	personal				NCSU	Dspace	1840.20/8
"LaVal, David K."	personal				NCSU	Dspace	1840.20/8
"LaVange, Lisa Morrissey"	personal				NCSU	Dspace	1840.20/8
"Lavecchia, Richard P."	personal				NCSU	Dspace	1840.20/8
"Lavenberg, S."	personal				NCSU	Dspace	1840.20/8
"Lavenberg, S.S."	personal				NCSU	Dspace	1840.20/8
"Lavenberg, Stephen S."	personal				NCSU	Dspace	1840.20/8
"Lavery, R. Greer"	personal				NCSU	Dspace	1840.20/8
"Lavery, Robert Greer"	personal				NCSU	Dspace	1840.20/8
"Lavoie, Donald C."	personal				NCSU	Dspace	1840.20/8
"Law, A.M."	personal				NCSU	Dspace	1840.20/8
"Law, Averill M."	personal				NCSU	Dspace	1840.20/8
"Law, Avril"	personal				NCSU	Dspace	1840.20/8
"Law, Darren R."	personal				NCSU	Dspace	1840.20/8
"Lawler, Desmond F."	personal				NCSU	Dspace	1840.20/8
"Lawrance, A.J."	personal				NCSU	Dspace	1840.20/8
"Lawrence, Edward C."	personal				NCSU	Dspace	1840.20/8
"Lawrence, Frederick P."	personal				NCSU	Dspace	1840.20/8
"Lawrence, G. R."	personal				NCSU	Dspace	1840.20/8
"Lawrence, P. Nick"	personal				NCSU	Dspace	1840.20/8
"Lawson, Danon"	personal				NCSU	Dspace	1840.20/8
"Layman, Lucas"	personal				NCSU	Dspace	1840.20/8
"Laymon, Marc A."	personal				NCSU	Dspace	1840.20/8
"Lazos, Constantine"	personal				NCSU	Dspace	1840.20/8
"Lazowska, Edward D."	personal				NCSU	Dspace	1840.20/8
"Lazraq, Tawfik"	personal				NCSU	Dspace	1840.20/8
"Lazzaretti, M."	personal				NCSU	Dspace	1840.20/8
"Lazzari, Don"	personal				NCSU	Dspace	1840.20/8
"Le Ber, Laurent"	personal				NCSU	Dspace	1840.20/8
"Le Bis, Eric"	personal				NCSU	Dspace	1840.20/8
"Le Bourgeois, P."	personal				NCSU	Dspace	1840.20/8
"Le Breton, F"	personal				NCSU	Dspace	1840.20/8
"Le Delliou, P."	personal				NCSU	Dspace	1840.20/8
"Le Delliou, Patrick"	personal				NCSU	Dspace	1840.20/8
"Le Diouron, Thomas"	personal				NCSU	Dspace	1840.20/8
"Lea, R."	personal				NCSU	Dspace	1840.20/8
"Leadbetter, M. R."	personal				NCSU	Dspace	1840.20/8
"Leavy, J.J."	personal				NCSU	Dspace	1840.20/8
"Leavy, Jeffrey J."	personal				NCSU	Dspace	1840.20/8
"Lebailly, Patrick"	personal				NCSU	Dspace	1840.20/8
"LeBaron, H.T."	personal				NCSU	Dspace	1840.20/8
"LeBaron, Todd"	personal				NCSU	Dspace	1840.20/8
"Lebedev, A."	personal				NCSU	Dspace	1840.20/8
"Lebedeva, A."	personal				NCSU	Dspace	1840.20/8
"Lebelle, M."	personal				NCSU	Dspace	1840.20/8
"Lebensohn, R.A."	personal				NCSU	Dspace	1840.20/8
"Lebetsky, Dean A."	personal				NCSU	Dspace	1840.20/8
"Leblanc, Daniel"	personal				NCSU	Dspace	1840.20/8
"LeBlanc, G. A."	personal				NCSU	Dspace	1840.20/8
"LeBlanc, Gerald A."	personal				NCSU	Dspace	1840.20/8
"Lebo, Martin E."	personal				NCSU	Dspace	1840.20/8
"Lebras, J."	personal				NCSU	Dspace	1840.20/8
"Lebreton, J. D."	personal				NCSU	Dspace	1840.20/8
"Lechner, Tom"	personal				NCSU	Dspace	1840.20/8
"Leclerc, S. A."	personal				NCSU	Dspace	1840.20/8
"Leclercq, Sylvain"	personal				NCSU	Dspace	1840.20/8
"Lecomte, C."	personal				NCSU	Dspace	1840.20/8
"L'Ecuyer, P."	personal				NCSU	Dspace	1840.20/8
"L'Ecuyer, Pierre"	personal				NCSU	Dspace	1840.20/8
"LeDesma, Richard R."	personal				NCSU	Dspace	1840.20/8
"Lee,  Hae-Suck"	personal				NCSU	Dspace	1840.20/8
"Lee, Alan J."	personal				NCSU	Dspace	1840.20/8
"Lee, Bih-Hwang"	personal				NCSU	Dspace	1840.20/8
"Lee, Bo-Hyun"	personal				NCSU	Dspace	1840.20/8
"Lee, B-S."	personal				NCSU	Dspace	1840.20/8
"Lee, Ch. D."	personal				NCSU	Dspace	1840.20/8
"Lee, Ch.D."	personal				NCSU	Dspace	1840.20/8
"Lee, Charles Hung"	personal				NCSU	Dspace	1840.20/8
"Lee, Chong Chul"	personal				NCSU	Dspace	1840.20/8
"Lee, Chong Soon"	personal				NCSU	Dspace	1840.20/8
"Lee, Dae-Hee"	personal				NCSU	Dspace	1840.20/8
"Lee, Dean J."	personal				NCSU	Dspace	1840.20/8
"Lee, D-G."	personal				NCSU	Dspace	1840.20/8
"Lee, Dongwon"	personal				NCSU	Dspace	1840.20/8
"Lee, E. S."	personal				NCSU	Dspace	1840.20/8
"Lee, Elizabeth"	personal				NCSU	Dspace	1840.20/8
"Lee, G.H."	personal				NCSU	Dspace	1840.20/8
"Lee, George C."	personal				NCSU	Dspace	1840.20/8
"Lee, Gye-Hyun"	personal				NCSU	Dspace	1840.20/8
"Lee, H.S."	personal				NCSU	Dspace	1840.20/8
"Lee, Heungsoon Felix"	personal				NCSU	Dspace	1840.20/8
"Lee, Heung-Young"	personal				NCSU	Dspace	1840.20/8
"Lee, Ho-Chul"	personal				NCSU	Dspace	1840.20/8
"Lee, Hyeyoung"	personal				NCSU	Dspace	1840.20/8
"Lee, Insup"	personal				NCSU	Dspace	1840.20/8
"Lee, J. T."	personal				NCSU	Dspace	1840.20/8
"Lee, J.B."	personal				NCSU	Dspace	1840.20/8
"Lee, Jae-Ham"	personal				NCSU	Dspace	1840.20/8
"Lee, Jae-Hyung"	personal				NCSU	Dspace	1840.20/8
"Lee, Jae-Wook"	personal				NCSU	Dspace	1840.20/8
"Lee, Jangwon"	personal				NCSU	Dspace	1840.20/8
"Lee, Jim"	personal				NCSU	Dspace	1840.20/8
"Lee, Jin Joo"	personal				NCSU	Dspace	1840.20/8
"Lee, Jun-ji"	personal				NCSU	Dspace	1840.20/8
"Lee, Kangsun"	personal				NCSU	Dspace	1840.20/8
"Lee, Keh-Lon"	personal				NCSU	Dspace	1840.20/8
"Lee, Kelvin Kwoklen"	personal				NCSU	Dspace	1840.20/8
"Lee, Kerry Lamont"	personal				NCSU	Dspace	1840.20/8
"Lee, Keun Hyung"	personal				NCSU	Dspace	1840.20/8
"Lee, Kwang-Woo"	personal				NCSU	Dspace	1840.20/8
"Lee, Kyunghan"	personal				NCSU	Dspace	1840.20/8
"Lee, L.H."	personal				NCSU	Dspace	1840.20/8
"Lee, Meejeong"	personal				NCSU	Dspace	1840.20/8
"Lee, Michael S."	personal				NCSU	Dspace	1840.20/8
"Lee, Minsuk"	personal				NCSU	Dspace	1840.20/8
"Lee, Nam Ho"	personal				NCSU	Dspace	1840.20/8
"Lee, Pen-Nan"	personal				NCSU	Dspace	1840.20/8
"Lee, R. Abramson"	personal				NCSU	Dspace	1840.20/8
"Lee, S.H."	personal				NCSU	Dspace	1840.20/8
"Lee, Sam"	personal				NCSU	Dspace	1840.20/8
"Lee, Sang-Ho"	personal				NCSU	Dspace	1840.20/8
"Lee, Sang-Hoon"	personal				NCSU	Dspace	1840.20/8
"Lee, Sang-Kook"	personal				NCSU	Dspace	1840.20/8
"Lee, Sang-Kuen"	personal				NCSU	Dspace	1840.20/8
"Lee, S-G."	personal				NCSU	Dspace	1840.20/8
"Lee, Sihan"	personal				NCSU	Dspace	1840.20/8
"Lee, Sung Won"	personal				NCSU	Dspace	1840.20/8
"Lee, Sung-Kyu"	personal				NCSU	Dspace	1840.20/8
"Lee, Un Chul"	personal				NCSU	Dspace	1840.20/8
"Lee, Un-Jang"	personal				NCSU	Dspace	1840.20/8
"Lee, W.B."	personal				NCSU	Dspace	1840.20/8
"Lee, W.D."	personal				NCSU	Dspace	1840.20/8
"Lee, Wonrae M."	personal				NCSU	Dspace	1840.20/8
"Lee, Y."	personal				NCSU	Dspace	1840.20/8
"Lee, Y.I."	personal				NCSU	Dspace	1840.20/8
"Lee, Y-S."	personal				NCSU	Dspace	1840.20/8
"Lee, Young H."	personal				NCSU	Dspace	1840.20/8
"Lee, Young Jack"	personal				NCSU	Dspace	1840.20/8
"Lee, Young-Shin"	personal				NCSU	Dspace	1840.20/8
"Leemis, L.M."	personal				NCSU	Dspace	1840.20/8
"Leemis, Larry"	personal				NCSU	Dspace	1840.20/8
"Leemis, Lawrence"	personal				NCSU	Dspace	1840.20/8
"Leemis, Lawrence M."	personal				NCSU	Dspace	1840.20/8
"Lefebvre, J.P."	personal				NCSU	Dspace	1840.20/8
"Lefkowitz, Robert M."	personal				NCSU	Dspace	1840.20/8
"Lefrancois, Pierre"	personal				NCSU	Dspace	1840.20/8
"Lefranois, Pierre"	personal				NCSU	Dspace	1840.20/8
"Lefter, J."	personal				NCSU	Dspace	1840.20/8
"Legasto, Augusto, Jr."	personal				NCSU	Dspace	1840.20/8
"Legault, Claudine"	personal				NCSU	Dspace	1840.20/8
"Legge, Gaynor"	personal				NCSU	Dspace	1840.20/8
"Leguernic, Y."	personal				NCSU	Dspace	1840.20/8
"Lehaney, Brian"	personal				NCSU	Dspace	1840.20/8
"Lehman, Eugene H., Jr."	personal				NCSU	Dspace	1840.20/8
"Lehman, Stewart J."	personal				NCSU	Dspace	1840.20/8
"Lehnen, R. G."	personal				NCSU	Dspace	1840.20/8
"Lehnen, Robert G."	personal				NCSU	Dspace	1840.20/8
"Lehr, W."	personal				NCSU	Dspace	1840.20/8
"Lei, Lei"	personal				NCSU	Dspace	1840.20/8
"Lei, Yu"	personal				NCSU	Dspace	1840.20/8
"Leibl, Franz"	personal				NCSU	Dspace	1840.20/8
"Leidy, R. B."	personal				NCSU	Dspace	1840.20/8
"Leidy, RB"	personal				NCSU	Dspace	1840.20/8
"Leighton, Ronald K."	personal				NCSU	Dspace	1840.20/8
"Leilich, Robert H."	personal				NCSU	Dspace	1840.20/8
"Leith, David"	personal				NCSU	Dspace	1840.20/8
"Lejeail, F."	personal				NCSU	Dspace	1840.20/8
"Lejeail, Y."	personal				NCSU	Dspace	1840.20/8
"Lekkos, A."	personal				NCSU	Dspace	1840.20/8
"Lelait, L."	personal				NCSU	Dspace	1840.20/8
"Lele, S."	personal				NCSU	Dspace	1840.20/8
"Lemaignan, C."	personal				NCSU	Dspace	1840.20/8
"Lemaire, M."	personal				NCSU	Dspace	1840.20/8
"Lemaitre, P."	personal				NCSU	Dspace	1840.20/8
"Lemeshow, S."	personal				NCSU	Dspace	1840.20/8
"Lemieux, Christiane"	personal				NCSU	Dspace	1840.20/8
"Lemoine, Austin J."	personal				NCSU	Dspace	1840.20/8
"Lempert, Michelle"	personal				NCSU	Dspace	1840.20/8
"Lenard, Melanie L."	personal				NCSU	Dspace	1840.20/8
"Lenczner, Michel"	personal				NCSU	Dspace	1840.20/8
"Leng, Chenlei"	personal				NCSU	Dspace	1840.20/8
"Lenkei, P."	personal				NCSU	Dspace	1840.20/8
"Lenz, J.E."	personal				NCSU	Dspace	1840.20/8
"Lenz, John E."	personal				NCSU	Dspace	1840.20/8
"Leo, Donald J."	personal				NCSU	Dspace	1840.20/8
"Leo, P. H."	personal				NCSU	Dspace	1840.20/8
"Leon, E."	personal				NCSU	Dspace	1840.20/8
"Leonard, K. J."	personal				NCSU	Dspace	1840.20/8
"Leonard, Michael"	personal				NCSU	Dspace	1840.20/8
"Leonard, Ralph A."	personal				NCSU	Dspace	1840.20/8
"Leong, Peter K."	personal				NCSU	Dspace	1840.20/8
"Lepareux, M."	personal				NCSU	Dspace	1840.20/8
"Lepik, O.E."	personal				NCSU	Dspace	1840.20/8
"Leray, U."	personal				NCSU	Dspace	1840.20/8
"Lerner, Vladimir S."	personal				NCSU	Dspace	1840.20/8
"Lese, William G., Jr."	personal				NCSU	Dspace	1840.20/8
"Smith, Leslie M."	personal				NCSU	Dspace	1840.20/8
"L'Esperance, Pierre"	personal				NCSU	Dspace	1840.20/8
"Lesser, Virginia M"	personal				NCSU	Dspace	1840.20/8
"Lessler, Judith T."	personal				NCSU	Dspace	1840.20/8
"Lesso, William G."	personal				NCSU	Dspace	1840.20/8
"Lester, D.L."	personal				NCSU	Dspace	1840.20/8
"LeSure, Stacie"	personal				NCSU	Dspace	1840.20/8
"Lesyna, William R."	personal				NCSU	Dspace	1840.20/8
"Leung, Hoi Ming"	personal				NCSU	Dspace	1840.20/8
"Leung, PingSun"	personal				NCSU	Dspace	1840.20/8
"Leung, PingSung"	personal				NCSU	Dspace	1840.20/8
"Leung, Ying Tat"	personal				NCSU	Dspace	1840.20/8
"Lev, Benjamin"	personal				NCSU	Dspace	1840.20/8
"Levas, A."	personal				NCSU	Dspace	1840.20/8
"Levas, Anthony"	personal				NCSU	Dspace	1840.20/8
"Levasseur, Gerald A."	personal				NCSU	Dspace	1840.20/8
"Levert, Angela M."	personal				NCSU	Dspace	1840.20/8
"Levine, Jack B."	personal				NCSU	Dspace	1840.20/8
"Levine, Jay F."	personal				NCSU	Dspace	1840.20/8
"Levine, Stephen A."	personal				NCSU	Dspace	1840.20/8
"Levins, Richard A."	personal				NCSU	Dspace	1840.20/8
"Levis, A.H."	personal				NCSU	Dspace	1840.20/8
"Levis, Jack"	personal				NCSU	Dspace	1840.20/8
"Lewandowski, A."	personal				NCSU	Dspace	1840.20/8
"Lewellen, Myron"	personal				NCSU	Dspace	1840.20/8
"Lewin, A. Y."	personal				NCSU	Dspace	1840.20/8
"Lewin, Arie Y."	personal				NCSU	Dspace	1840.20/8
"Lewis, A. W."	personal				NCSU	Dspace	1840.20/8
"Lewis, Alcinda L."	personal				NCSU	Dspace	1840.20/8
"Lewis, Brian M."	personal				NCSU	Dspace	1840.20/8
"Lewis, D. H."	personal				NCSU	Dspace	1840.20/8
"Lewis, Donald K."	personal				NCSU	Dspace	1840.20/8
"Lewis, E. E."	personal				NCSU	Dspace	1840.20/8
"Lewis, John M."	personal				NCSU	Dspace	1840.20/8
"Lewis, Jonathan"	personal				NCSU	Dspace	1840.20/8
"Lewis, Lawrence M."	personal				NCSU	Dspace	1840.20/8
"Lewis, P. A. W."	personal				NCSU	Dspace	1840.20/8
"Lewis, P.A.W."	personal				NCSU	Dspace	1840.20/8
"Lewis, Peter A. W."	personal				NCSU	Dspace	1840.20/8
"Lewis, Robert Q."	personal				NCSU	Dspace	1840.20/8
"Lewis, W. M."	personal				NCSU	Dspace	1840.20/8
"Leyland, K.S."	personal				NCSU	Dspace	1840.20/8
"lgen, Onur M."	personal				NCSU	Dspace	1840.20/8
"L'Huby, Y."	personal				NCSU	Dspace	1840.20/8
"Li, Bailian"	personal				NCSU	Dspace	1840.20/8
"Li, Chin T."	personal				NCSU	Dspace	1840.20/8
"Li, Dawei"	personal				NCSU	Dspace	1840.20/8
"Li, DongHui"	personal				NCSU	Dspace	1840.20/8
"Li, Fei"	personal				NCSU	Dspace	1840.20/8
"Li, Hiram W."	personal				NCSU	Dspace	1840.20/8
"Li, Hongnan"	personal				NCSU	Dspace	1840.20/8
"Li, Hua"	personal				NCSU	Dspace	1840.20/8
"Li, J."	personal				NCSU	Dspace	1840.20/8
"Li, Jiangtian"	personal				NCSU	Dspace	1840.20/8
"Li, Jinku"	personal				NCSU	Dspace	1840.20/8
"Li, Kangning"	personal				NCSU	Dspace	1840.20/8
"Li, Lexin"	personal				NCSU	Dspace	1840.20/8
"Li, Meng"	personal				NCSU	Dspace	1840.20/8
"Li, P."	personal				NCSU	Dspace	1840.20/8
"Li, Ruh-Ming"	personal				NCSU	Dspace	1840.20/8
"Li, Shu"	personal				NCSU	Dspace	1840.20/8
"Li, W.-C."	personal				NCSU	Dspace	1840.20/8
"Li, Weijia"	personal				NCSU	Dspace	1840.20/8
"Li, X."	personal				NCSU	Dspace	1840.20/8
"Li, Xinyi"	personal				NCSU	Dspace	1840.20/8
"Li, Y.X."	personal				NCSU	Dspace	1840.20/8
"Li, Yifang"	personal				NCSU	Dspace	1840.20/8
"Li, Z."	personal				NCSU	Dspace	1840.20/8
"Li, Zhilin"	personal				NCSU	Dspace	1840.20/8
"Lu, Liang"	personal				NCSU	Dspace	1840.20/8
"Liang, Jianhong"	personal				NCSU	Dspace	1840.20/8
"Liao, W."	personal				NCSU	Dspace	1840.20/8
