name	name_type	role_or_relator	lcnaf_string	lcnaf_uri	institution	source_system	collection
"Liao, Wen-Toh"	personal				NCSU	Dspace	1840.20/8
"Sun, Libin"	personal				NCSU	Dspace	1840.20/8
"Libkin, Leonid"	personal				NCSU	Dspace	1840.20/8
"Lichterfeld, M."	personal				NCSU	Dspace	1840.20/8
"Lidbury, David P.G."	personal				NCSU	Dspace	1840.20/8
"Lieberman, Edward"	personal				NCSU	Dspace	1840.20/8
"Lieberman, Edward B."	personal				NCSU	Dspace	1840.20/8
"Liebert, Patrick"	personal				NCSU	Dspace	1840.20/8
"Liehr, Sarah K."	personal				NCSU	Dspace	1840.20/8
"Liemant, A."	personal				NCSU	Dspace	1840.20/8
"Lien, H.-P."	personal				NCSU	Dspace	1840.20/8
"Lien, H-P."	personal				NCSU	Dspace	1840.20/8
"Lieth, Johann Heinrich"	personal				NCSU	Dspace	1840.20/8
"Lievano, Rodrigo J."	personal				NCSU	Dspace	1840.20/8
"Lifson, Dale P."	personal				NCSU	Dspace	1840.20/8
"Lijuan, L."	personal				NCSU	Dspace	1840.20/8
"Likhanskiim, V.V."	personal				NCSU	Dspace	1840.20/8
"Lilegdon, W.R."	personal				NCSU	Dspace	1840.20/8
"Lilegdon, Wiliam R."	personal				NCSU	Dspace	1840.20/8
"Lilegdon, William"	personal				NCSU	Dspace	1840.20/8
"Lilegdon, William R."	personal				NCSU	Dspace	1840.20/8
"Lilegdon, William R., II"	personal				NCSU	Dspace	1840.20/8
"Liles, Donald H."	personal				NCSU	Dspace	1840.20/8
"Lilhanand, K."	personal				NCSU	Dspace	1840.20/8
"Liljegren, J. David"	personal				NCSU	Dspace	1840.20/8
"Liljenstam, Michael"	personal				NCSU	Dspace	1840.20/8
"Lim, Chu-Cheow"	personal				NCSU	Dspace	1840.20/8
"Lim, Hyuk-Soon"	personal				NCSU	Dspace	1840.20/8
"Lim, June T."	personal				NCSU	Dspace	1840.20/8
"Lim, Koon-Hup"	personal				NCSU	Dspace	1840.20/8
"Lim, Min Yeol"	personal				NCSU	Dspace	1840.20/8
"Lim, Seung-Hwan"	personal				NCSU	Dspace	1840.20/8
"Lim, Yun Soo"	personal				NCSU	Dspace	1840.20/8
"Limani, Kevin"	personal				NCSU	Dspace	1840.20/8
"Limback, M."	personal				NCSU	Dspace	1840.20/8
"Lin, Bou-Chung"	personal				NCSU	Dspace	1840.20/8
"Lin, C.-C."	personal				NCSU	Dspace	1840.20/8
"Lin, Chen-Yen"	personal				NCSU	Dspace	1840.20/8
"Lin, Chuang"	personal				NCSU	Dspace	1840.20/8
"Lin, Feng B"	personal				NCSU	Dspace	1840.20/8
"Lin, G.Y."	personal				NCSU	Dspace	1840.20/8
"Lin, Grace Y."	personal				NCSU	Dspace	1840.20/8
"Lin, H.B."	personal				NCSU	Dspace	1840.20/8
"Lin, Heshan"	personal				NCSU	Dspace	1840.20/8
"Lin, J."	personal				NCSU	Dspace	1840.20/8
"Lin, J.C."	personal				NCSU	Dspace	1840.20/8
"Lin, James T."	personal				NCSU	Dspace	1840.20/8
"Lin, M.W."	personal				NCSU	Dspace	1840.20/8
"Ning, Lin"	personal				NCSU	Dspace	1840.20/8
"Lin, P."	personal				NCSU	Dspace	1840.20/8
"Lin, S.W."	personal				NCSU	Dspace	1840.20/8
"Lin, T."	personal				NCSU	Dspace	1840.20/8
"Lin, W. Y."	personal				NCSU	Dspace	1840.20/8
"Lin, Xiaodong"	personal				NCSU	Dspace	1840.20/8
"Lin, Yi"	personal				NCSU	Dspace	1840.20/8
"Lin, Yi-Bing"	personal				NCSU	Dspace	1840.20/8
"Linck, Jochen"	personal				NCSU	Dspace	1840.20/8
"Lind, E. Allan"	personal				NCSU	Dspace	1840.20/8
"Lindbo, David"	personal				NCSU	Dspace	1840.20/8
"Lindbo, David L."	personal				NCSU	Dspace	1840.20/8
"Linden, Karl G."	personal				NCSU	Dspace	1840.20/8
"Linder, Arthur"	personal				NCSU	Dspace	1840.20/8
"Lindgren, Georg"	personal				NCSU	Dspace	1840.20/8
"Lindgren, L.-E."	personal				NCSU	Dspace	1840.20/8
"Lindholm, Ilona"	personal				NCSU	Dspace	1840.20/8
"Lindhorst, Lutz"	personal				NCSU	Dspace	1840.20/8
"Lindler, Bill"	personal				NCSU	Dspace	1840.20/8
"Line, Daniel"	personal				NCSU	Dspace	1840.20/8
"Linet, B."	personal				NCSU	Dspace	1840.20/8
"Lingineni, Madhavi"	personal				NCSU	Dspace	1840.20/8
"Link, Bruce D."	personal				NCSU	Dspace	1840.20/8
"Link, Kathryn"	personal				NCSU	Dspace	1840.20/8
"Linkens, D."	personal				NCSU	Dspace	1840.20/8
"Linker, Michael H."	personal				NCSU	Dspace	1840.20/8
"Linn, Richard J."	personal				NCSU	Dspace	1840.20/8
"Lipinski, A.J."	personal				NCSU	Dspace	1840.20/8
"Lipinski, Andrew J."	personal				NCSU	Dspace	1840.20/8
"Lipinski, Hubert"	personal				NCSU	Dspace	1840.20/8
"Lipponen, Aarne"	personal				NCSU	Dspace	1840.20/8
"Lipschutz, Katherine H."	personal				NCSU	Dspace	1840.20/8
"Lipsitz, Lewis A."	personal				NCSU	Dspace	1840.20/8
"Lipsky, Lester"	personal				NCSU	Dspace	1840.20/8
"Liszka, E."	personal				NCSU	Dspace	1840.20/8
"Litko, Joseph R."	personal				NCSU	Dspace	1840.20/8
"Little, Keith W."	personal				NCSU	Dspace	1840.20/8
"Little, Linda W."	personal				NCSU	Dspace	1840.20/8
"Littman, Michael L."	personal				NCSU	Dspace	1840.20/8
"Liu, A."	personal				NCSU	Dspace	1840.20/8
"Liu, A.S."	personal				NCSU	Dspace	1840.20/8
"Liu, An"	personal				NCSU	Dspace	1840.20/8
"Liu, Bo"	personal				NCSU	Dspace	1840.20/8
"Liu, C."	personal				NCSU	Dspace	1840.20/8
"Liu, Chia-Yee J."	personal				NCSU	Dspace	1840.20/8
"Liu, Donggang"	personal				NCSU	Dspace	1840.20/8
"Liu, H."	personal				NCSU	Dspace	1840.20/8
"Liu, Jianhua"	personal				NCSU	Dspace	1840.20/8
"Liu, Kiang"	personal				NCSU	Dspace	1840.20/8
"Liu, Kung-Chao"	personal				NCSU	Dspace	1840.20/8
"Liu, Liang Y."	personal				NCSU	Dspace	1840.20/8
"Liu, Nan"	personal				NCSU	Dspace	1840.20/8
"Liu, Peng"	personal				NCSU	Dspace	1840.20/8
"Liu, S. S."	personal				NCSU	Dspace	1840.20/8
"Liu, Shifang"	personal				NCSU	Dspace	1840.20/8
"Liu, Shih-Chia Chang"	personal				NCSU	Dspace	1840.20/8
"Liu, Shiping"	personal				NCSU	Dspace	1840.20/8
"Liu, Shufang"	personal				NCSU	Dspace	1840.20/8
"Liu, T.H."	personal				NCSU	Dspace	1840.20/8
"Liu, W.H."	personal				NCSU	Dspace	1840.20/8
"Liu, Wenguang"	personal				NCSU	Dspace	1840.20/8
"Liu, Wentai"	personal				NCSU	Dspace	1840.20/8
"Liu, Winston"	personal				NCSU	Dspace	1840.20/8
"Liu, X."	personal				NCSU	Dspace	1840.20/8
"Liu, Xiao-Gao"	personal				NCSU	Dspace	1840.20/8
"Liu, Y."	personal				NCSU	Dspace	1840.20/8
"Liu, Y. C."	personal				NCSU	Dspace	1840.20/8
"Liu, Yao"	personal				NCSU	Dspace	1840.20/8
"Liu, Yue-Fu"	personal				NCSU	Dspace	1840.20/8
"Liu, Yufeng"	personal				NCSU	Dspace	1840.20/8
"Liu-Feng, Zhan-Xin"	personal				NCSU	Dspace	1840.20/8
"Lively, William M."	personal				NCSU	Dspace	1840.20/8
"Livengood, C. D."	personal				NCSU	Dspace	1840.20/8
"Livesey, V.B."	personal				NCSU	Dspace	1840.20/8
"Livny, Miron"	personal				NCSU	Dspace	1840.20/8
"Livolant, M."	personal				NCSU	Dspace	1840.20/8
"Yu, Lixin"	personal				NCSU	Dspace	1840.20/8
"Llambias, J.M."	personal				NCSU	Dspace	1840.20/8
"Lloyd, Alun L."	personal				NCSU	Dspace	1840.20/8
"Lmaeda, F.T."	personal				NCSU	Dspace	1840.20/8
"Lo Conte, A."	personal				NCSU	Dspace	1840.20/8
"Lo, Shuzhi Zhang"	personal				NCSU	Dspace	1840.20/8
"Lobo, Ruben"	personal				NCSU	Dspace	1840.20/8
"Loboiko, A.I."	personal				NCSU	Dspace	1840.20/8
"Loceff, Frederick"	personal				NCSU	Dspace	1840.20/8
"Lockhart, Clayton M."	personal				NCSU	Dspace	1840.20/8
"Lockwood, Jacqueline"	personal				NCSU	Dspace	1840.20/8
"Loconte, A."	personal				NCSU	Dspace	1840.20/8
"Loewer, O. J."	personal				NCSU	Dspace	1840.20/8
"Loewner, Paul G."	personal				NCSU	Dspace	1840.20/8
"Loftin, Robert"	personal				NCSU	Dspace	1840.20/8
"Loftis, Charles Eisenhart"	personal				NCSU	Dspace	1840.20/8
"Logendran, Rasaratnam"	personal				NCSU	Dspace	1840.20/8
"Logothetis, Dimitris"	personal				NCSU	Dspace	1840.20/8
"Lograsso, Thomas A."	personal				NCSU	Dspace	1840.20/8
"Logsdon, T. S."	personal				NCSU	Dspace	1840.20/8
"Lohse, U."	personal				NCSU	Dspace	1840.20/8
"Lollis, John P."	personal				NCSU	Dspace	1840.20/8
"Lombardi, Carlo V."	personal				NCSU	Dspace	1840.20/8
"Lombardo, Joseph S."	personal				NCSU	Dspace	1840.20/8
"Lommel, Joan M."	personal				NCSU	Dspace	1840.20/8
"Lomow, Greg"	personal				NCSU	Dspace	1840.20/8
"Lomow, Greg A."	personal				NCSU	Dspace	1840.20/8
"Loncaric, L."	personal				NCSU	Dspace	1840.20/8
"Long, Andrew"	personal				NCSU	Dspace	1840.20/8
"Long, J. Mark"	personal				NCSU	Dspace	1840.20/8
"Long, Lawrence L."	personal				NCSU	Dspace	1840.20/8
"Long, Wei"	personal				NCSU	Dspace	1840.20/8
"Loo, Chong"	personal				NCSU	Dspace	1840.20/8
"Loomis, Dana P."	personal				NCSU	Dspace	1840.20/8
"Loomis, Mary Snuggs"	personal				NCSU	Dspace	1840.20/8
"Looner, Terry"	personal				NCSU	Dspace	1840.20/8
"Loose, John C."	personal				NCSU	Dspace	1840.20/8
"Loper, M."	personal				NCSU	Dspace	1840.20/8
"Loper, Margaret"	personal				NCSU	Dspace	1840.20/8
"Loperfido, Nicola M. R."	personal				NCSU	Dspace	1840.20/8
"Lord, Mark"	personal				NCSU	Dspace	1840.20/8
"Lord, R. J."	personal				NCSU	Dspace	1840.20/8
"Lord, William G."	personal				NCSU	Dspace	1840.20/8
"Lorentz, Eric"	personal				NCSU	Dspace	1840.20/8
"Lorenz, P."	personal				NCSU	Dspace	1840.20/8
"Lorenz, Peter"	personal				NCSU	Dspace	1840.20/8
"Lornow, Greg"	personal				NCSU	Dspace	1840.20/8
"Losilla, Gines"	personal				NCSU	Dspace	1840.20/8
"Loskutov, O.D."	personal				NCSU	Dspace	1840.20/8
"Lou, Sheldon"	personal				NCSU	Dspace	1840.20/8
"Loucks, Wayne M."	personal				NCSU	Dspace	1840.20/8
"Louscher, David J."	personal				NCSU	Dspace	1840.20/8
"Louton, Thomas K."	personal				NCSU	Dspace	1840.20/8
"Love, Doug"	personal				NCSU	Dspace	1840.20/8
"Love, Margaret A."	personal				NCSU	Dspace	1840.20/8
"Low, James T."	personal				NCSU	Dspace	1840.20/8
"Low, Yoke-Hean"	personal				NCSU	Dspace	1840.20/8
"Lowenthal, David K."	personal				NCSU	Dspace	1840.20/8
"Lowery, J.C."	personal				NCSU	Dspace	1840.20/8
"Lowery, Julie C."	personal				NCSU	Dspace	1840.20/8
"Loynes, R. M."	personal				NCSU	Dspace	1840.20/8
"Lu, J."	personal				NCSU	Dspace	1840.20/8
"Lu, Jye-Chyi"	personal				NCSU	Dspace	1840.20/8
"Lu, K.-H."	personal				NCSU	Dspace	1840.20/8
"Lu, W."	personal				NCSU	Dspace	1840.20/8
"Lu, Wenbin"	personal				NCSU	Dspace	1840.20/8
"Lu, Xiangyang"	personal				NCSU	Dspace	1840.20/8
"Lu, Xi-lin"	personal				NCSU	Dspace	1840.20/8
"Lu, Zhan-Qian"	personal				NCSU	Dspace	1840.20/8
"Luangdilok, Wison"	personal				NCSU	Dspace	1840.20/8
"Lubachevsky, Boris"	personal				NCSU	Dspace	1840.20/8
"Lubachevsky, Boris D."	personal				NCSU	Dspace	1840.20/8
"Lubaczewski, Thomas"	personal				NCSU	Dspace	1840.20/8
"Lubkin, Sharon R."	personal				NCSU	Dspace	1840.20/8
"Lucas, Donna"	personal				NCSU	Dspace	1840.20/8
"Lucas, H. L."	personal				NCSU	Dspace	1840.20/8
"Lucas, Henry C., Jr."	personal				NCSU	Dspace	1840.20/8
"Lucia, A.C."	personal				NCSU	Dspace	1840.20/8
"Luersen, M.A."	personal				NCSU	Dspace	1840.20/8
"Luethi, Peter"	personal				NCSU	Dspace	1840.20/8
"Luettgen, Gerald"	personal				NCSU	Dspace	1840.20/8
"Luettich, Richard A. Jr."	personal				NCSU	Dspace	1840.20/8
"Luh, Cheng-Jye"	personal				NCSU	Dspace	1840.20/8
"Lui, Rogers"	personal				NCSU	Dspace	1840.20/8
"Luk, Clement"	personal				NCSU	Dspace	1840.20/8
"Luk, Vincent K."	personal				NCSU	Dspace	1840.20/8
"Luke, Forrest A."	personal				NCSU	Dspace	1840.20/8
"Luke, Nicholas S."	personal				NCSU	Dspace	1840.20/8
"Luker, Paul"	personal				NCSU	Dspace	1840.20/8
"Lulay, W. E."	personal				NCSU	Dspace	1840.20/8
"Lumini, E."	personal				NCSU	Dspace	1840.20/8
"Luna, Joel"	personal				NCSU	Dspace	1840.20/8
"Luna, Joel J."	personal				NCSU	Dspace	1840.20/8
"Lund, Louise"	personal				NCSU	Dspace	1840.20/8
"Lund, R. B."	personal				NCSU	Dspace	1840.20/8
"Lundquist, David"	personal				NCSU	Dspace	1840.20/8
"Lundstrom, Stephen F."	personal				NCSU	Dspace	1840.20/8
"Lung, D."	personal				NCSU	Dspace	1840.20/8
"Lung, Te-Hsin"	personal				NCSU	Dspace	1840.20/8
"Lunney, Linda"	personal				NCSU	Dspace	1840.20/8
"Luo, Yushan"	personal				NCSU	Dspace	1840.20/8
"Luo, Xiaohui"	personal				NCSU	Dspace	1840.20/8
"Luo, Z. H."	personal				NCSU	Dspace	1840.20/8
"Luong, M.P."	personal				NCSU	Dspace	1840.20/8
"Lusky, Charles"	personal				NCSU	Dspace	1840.20/8
"Lutz, J. Fulton"	personal				NCSU	Dspace	1840.20/8
"Lutz, James D."	personal				NCSU	Dspace	1840.20/8
"Lux, Martin"	personal				NCSU	Dspace	1840.20/8
"Luz, E."	personal				NCSU	Dspace	1840.20/8
"Ly, Hung Van"	personal				NCSU	Dspace	1840.20/8
"lyanov, A.N."	personal				NCSU	Dspace	1840.20/8
"Lybeck, Nancy J."	personal				NCSU	Dspace	1840.20/8
"Lyles, Cynthia M."	personal				NCSU	Dspace	1840.20/8
"Lyles, Robert Harold"	personal				NCSU	Dspace	1840.20/8
"Lynam, Erin"	personal				NCSU	Dspace	1840.20/8
"Lyon, R. B."	personal				NCSU	Dspace	1840.20/8
"Lyons, Nancy Irene"	personal				NCSU	Dspace	1840.20/8
"Lyons, Norman R."	personal				NCSU	Dspace	1840.20/8
"Lyow, B.L."	personal				NCSU	Dspace	1840.20/8
"Lyu, Michael R."	personal				NCSU	Dspace	1840.20/8
"Ma, D.C."	personal				NCSU	Dspace	1840.20/8
"Ma, Juliana Mei-Mei"	personal				NCSU	Dspace	1840.20/8
"Ma, Kai-Kuang"	personal				NCSU	Dspace	1840.20/8
"Ma, Xiaosong"	personal				NCSU	Dspace	1840.20/8
"Ma, Xiaoxing"	personal				NCSU	Dspace	1840.20/8
"Ma, Yanyuan"	personal				NCSU	Dspace	1840.20/8
"Ma, Yi"	personal				NCSU	Dspace	1840.20/8
"Ma, Yue"	personal				NCSU	Dspace	1840.20/8
"Ma, Z."	personal				NCSU	Dspace	1840.20/8
"Maas, John"	personal				NCSU	Dspace	1840.20/8
"Maas, Richard P."	personal				NCSU	Dspace	1840.20/8
"Mabrouk, Khaled M."	personal				NCSU	Dspace	1840.20/8
"Mabry, S. L."	personal				NCSU	Dspace	1840.20/8
"Mabry, Susan L."	personal				NCSU	Dspace	1840.20/8
"Macal, Charles"	personal				NCSU	Dspace	1840.20/8
"MacDougall, M. H."	personal				NCSU	Dspace	1840.20/8
"Macedo, L.V.S."	personal				NCSU	Dspace	1840.20/8
"Macedonia, Michael"	personal				NCSU	Dspace	1840.20/8
"MacFarland, Douglas G."	personal				NCSU	Dspace	1840.20/8
"MacGlashan, James"	personal				NCSU	Dspace	1840.20/8
"Machida, H."	personal				NCSU	Dspace	1840.20/8
"Macintosh, J. B."	personal				NCSU	Dspace	1840.20/8
"MacKay, John H."	personal				NCSU	Dspace	1840.20/8
"MacKenzie, Kirk"	personal				NCSU	Dspace	1840.20/8
"Mackenzie, Lewis M."	personal				NCSU	Dspace	1840.20/8
"Mackenzie, Richard S."	personal				NCSU	Dspace	1840.20/8
"Mackin, Gail"	personal				NCSU	Dspace	1840.20/8
"Mackulack, Gerald T."	personal				NCSU	Dspace	1840.20/8
"Mackulak, Gerald T."	personal				NCSU	Dspace	1840.20/8
"MacMillan, Graham"	personal				NCSU	Dspace	1840.20/8
"MacNair, Edward"	personal				NCSU	Dspace	1840.20/8
"MacNair, Edward A."	personal				NCSU	Dspace	1840.20/8
"Macomber, James H."	personal				NCSU	Dspace	1840.20/8
"Macredie, Robert"	personal				NCSU	Dspace	1840.20/8
"Macredie, Robert D."	personal				NCSU	Dspace	1840.20/8
"Macro, J.G."	personal				NCSU	Dspace	1840.20/8
"Macro, Joseph"	personal				NCSU	Dspace	1840.20/8
"Macro, Joseph G."	personal				NCSU	Dspace	1840.20/8
"Madala, S."	personal				NCSU	Dspace	1840.20/8
"Madasamy, C.M."	personal				NCSU	Dspace	1840.20/8
"Madden, Lynn P."	personal				NCSU	Dspace	1840.20/8
"Maddocks, William J."	personal				NCSU	Dspace	1840.20/8
"Madhusoodanan, K."	personal				NCSU	Dspace	1840.20/8
"Madi, Yazid"	personal				NCSU	Dspace	1840.20/8
"Madigan, Edwin F., Jr."	personal				NCSU	Dspace	1840.20/8
"Madisetti, Vijay"	personal				NCSU	Dspace	1840.20/8
"Madsen, James"	personal				NCSU	Dspace	1840.20/8
"Madsen, Marcella M."	personal				NCSU	Dspace	1840.20/8
"Madu, C."	personal				NCSU	Dspace	1840.20/8
"Maeda, 0."	personal				NCSU	Dspace	1840.20/8
"Maeda, I."	personal				NCSU	Dspace	1840.20/8
"Maeda, Noboru"	personal				NCSU	Dspace	1840.20/8
"Maeda, O."	personal				NCSU	Dspace	1840.20/8
"Maeda, T."	personal				NCSU	Dspace	1840.20/8
"Maekawa, O."	personal				NCSU	Dspace	1840.20/8
"Maeno, Hitoshi"	personal				NCSU	Dspace	1840.20/8
"Maerker, Marilyn"	personal				NCSU	Dspace	1840.20/8
"Maerker, Marilyn J."	personal				NCSU	Dspace	1840.20/8
"Maeschke, Martin"	personal				NCSU	Dspace	1840.20/8
"Magazine, Michael J."	personal				NCSU	Dspace	1840.20/8
"Magboub, Hussein A."	personal				NCSU	Dspace	1840.20/8
"Magerlein, J. M."	personal				NCSU	Dspace	1840.20/8
"Maggard, Michael J."	personal				NCSU	Dspace	1840.20/8
"Maggioli, G."	personal				NCSU	Dspace	1840.20/8
"Magiera, G."	personal				NCSU	Dspace	1840.20/8
"Magistad, John G."	personal				NCSU	Dspace	1840.20/8
"Magnusson, Peter S."	personal				NCSU	Dspace	1840.20/8
"Magruder-Habib, K. M."	personal				NCSU	Dspace	1840.20/8
"Maguire, Lynn A."	personal				NCSU	Dspace	1840.20/8
"Maguire, Rory"	personal				NCSU	Dspace	1840.20/8
"Mahajan, S.C."	personal				NCSU	Dspace	1840.20/8
"Mahajan, Samir K."	personal				NCSU	Dspace	1840.20/8
"Shah, Mahendra J."	personal				NCSU	Dspace	1840.20/8
"Maher, R.G."	personal				NCSU	Dspace	1840.20/8
"Mahesh, Sathin"	personal				NCSU	Dspace	1840.20/8
"Mahler, Stephen J."	personal				NCSU	Dspace	1840.20/8
"Mahmassani, Hani S."	personal				NCSU	Dspace	1840.20/8
"Mahmoud, Mahmoud Riad"	personal				NCSU	Dspace	1840.20/8
"Maiers, Jerald"	personal				NCSU	Dspace	1840.20/8
"Maile, K."	personal				NCSU	Dspace	1840.20/8
"Main, Kenneth"	personal				NCSU	Dspace	1840.20/8
"Mainkar, Varsha"	personal				NCSU	Dspace	1840.20/8
"Maisonneuve, O."	personal				NCSU	Dspace	1840.20/8
"Maitan, Jacek"	personal				NCSU	Dspace	1840.20/8
"Maity, Arnab"	personal				NCSU	Dspace	1840.20/8
"Major, Joseph B."	personal				NCSU	Dspace	1840.20/8
"Majumdar, Hiranmay"	personal				NCSU	Dspace	1840.20/8
"Majumdar, P."	personal				NCSU	Dspace	1840.20/8
"Maki, T. Ewald"	personal				NCSU	Dspace	1840.20/8
"Makino, M."	personal				NCSU	Dspace	1840.20/8
"Makino, Sae"	personal				NCSU	Dspace	1840.20/8
"Makita, T."	personal				NCSU	Dspace	1840.20/8
"Makovicka, D."	personal				NCSU	Dspace	1840.20/8
"Makridakis, Spyros"	personal				NCSU	Dspace	1840.20/8
"Makrucki, Brad A."	personal				NCSU	Dspace	1840.20/8
"Makuc, Diane M."	personal				NCSU	Dspace	1840.20/8
"Malaugh, J."	personal				NCSU	Dspace	1840.20/8
"Malbrouk, K."	personal				NCSU	Dspace	1840.20/8
"Malcom, H. Rooney"	personal				NCSU	Dspace	1840.20/8
"Malekian, C."	personal				NCSU	Dspace	1840.20/8
"Malhotra, P.K."	personal				NCSU	Dspace	1840.20/8
"Malik, Naeem"	personal				NCSU	Dspace	1840.20/8
"Mallin, Michael"	personal				NCSU	Dspace	1840.20/8
"Mallin, Michael A."	personal				NCSU	Dspace	1840.20/8
"Mallinson, David J."	personal				NCSU	Dspace	1840.20/8
"Mallios, William S."	personal				NCSU	Dspace	1840.20/8
"Mallison, D."	personal				NCSU	Dspace	1840.20/8
"Malloy, B.A."	personal				NCSU	Dspace	1840.20/8
"Malloy, Brian"	personal				NCSU	Dspace	1840.20/8
"Malloy, Brian A."	personal				NCSU	Dspace	1840.20/8
"Mallya, Ashok U."	personal				NCSU	Dspace	1840.20/8
"Malmberg, T."	personal				NCSU	Dspace	1840.20/8
"Malmberg, A. F."	personal				NCSU	Dspace	1840.20/8
"Malmberg, Thilo"	personal				NCSU	Dspace	1840.20/8
"Malone, Linda"	personal				NCSU	Dspace	1840.20/8
"Malone, Linda C."	personal				NCSU	Dspace	1840.20/8
"Maloney, Karin A."	personal				NCSU	Dspace	1840.20/8
"Maloney, Stephen"	personal				NCSU	Dspace	1840.20/8
"Malott, Carolin M."	personal				NCSU	Dspace	1840.20/8
"Malov, Mihail"	personal				NCSU	Dspace	1840.20/8
"Malshe, U.D."	personal				NCSU	Dspace	1840.20/8
"Maly, Kurt"	personal				NCSU	Dspace	1840.20/8
"Maly, Kurt J."	personal				NCSU	Dspace	1840.20/8
"Man, J."	personal				NCSU	Dspace	1840.20/8
"Manahan, Sr., Michael P."	personal				NCSU	Dspace	1840.20/8
"Manansang, Hans"	personal				NCSU	Dspace	1840.20/8
"Mance, Kelly"	personal				NCSU	Dspace	1840.20/8
"Mancini, G.R."	personal				NCSU	Dspace	1840.20/8
"Mandel, Lee M."	personal				NCSU	Dspace	1840.20/8
"Manderbach, Th."	personal				NCSU	Dspace	1840.20/8
"Maneschy, E."	personal				NCSU	Dspace	1840.20/8
"Maneschy, Eduardo"	personal				NCSU	Dspace	1840.20/8
"Maneschy, J.E."	personal				NCSU	Dspace	1840.20/8
"Manesh, Mehdi"	personal				NCSU	Dspace	1840.20/8
"Manevski, V.N."	personal				NCSU	Dspace	1840.20/8
"Manglik, V. P."	personal				NCSU	Dspace	1840.20/8
"Mangs, John"	personal				NCSU	Dspace	1840.20/8
"Manivannan, C."	personal				NCSU	Dspace	1840.20/8
"Manivannan, Mani S."	personal				NCSU	Dspace	1840.20/8
"Manivannan, S."	personal				NCSU	Dspace	1840.20/8
"Mann, Amardeep Singh"	personal				NCSU	Dspace	1840.20/8
"Mann, Henry B."	personal				NCSU	Dspace	1840.20/8
"Mann, T. J."	personal				NCSU	Dspace	1840.20/8
"Manning, Eric"	personal				NCSU	Dspace	1840.20/8
"Manning, S. H."	personal				NCSU	Dspace	1840.20/8
"Manning, W."	personal				NCSU	Dspace	1840.20/8
"Mannshardt, Elizabeth"	personal				NCSU	Dspace	1840.20/8
"Manos, G.C."	personal				NCSU	Dspace	1840.20/8
"Manrique, Miguel"	personal				NCSU	Dspace	1840.20/8
"Manson, A. R."	personal				NCSU	Dspace	1840.20/8
"Mansur, T.R."	personal				NCSU	Dspace	1840.20/8
"Mansur, Tanius Rodrigues"	personal				NCSU	Dspace	1840.20/8
"Manur, K."	personal				NCSU	Dspace	1840.20/8
"Manz, Eileen M."	personal				NCSU	Dspace	1840.20/8
"Mao, Youyi"	personal				NCSU	Dspace	1840.20/8
"Mapari, H.A."	personal				NCSU	Dspace	1840.20/8
"Marathe, Jaydeep Prakash"	personal				NCSU	Dspace	1840.20/8
"Marazakis, Manolis"	personal				NCSU	Dspace	1840.20/8
"Marcault, P."	personal				NCSU	Dspace	1840.20/8
"Marceau, R."	personal				NCSU	Dspace	1840.20/8
"Marcelino, S."	personal				NCSU	Dspace	1840.20/8
"Marchand, O."	personal				NCSU	Dspace	1840.20/8
"Marchertas, A."	personal				NCSU	Dspace	1840.20/8
"Marcy, William M."	personal				NCSU	Dspace	1840.20/8
"Marczak, R.J."	personal				NCSU	Dspace	1840.20/8
"Marechal, J.C."	personal				NCSU	Dspace	1840.20/8
"Maresca, G."	personal				NCSU	Dspace	1840.20/8
"Margolis, Donald"	personal				NCSU	Dspace	1840.20/8
"Maria, Anu"	personal				NCSU	Dspace	1840.20/8
"Marien, Edward J."	personal				NCSU	Dspace	1840.20/8
"Marin, Carlos M."	personal				NCSU	Dspace	1840.20/8
"Marin, G. A."	personal				NCSU	Dspace	1840.20/8
"Marincek, M."	personal				NCSU	Dspace	1840.20/8
"Marinescu, Dan Cristian"	personal				NCSU	Dspace	1840.20/8
"Marini, B."	personal				NCSU	Dspace	1840.20/8
"Marinos, Peter N."	personal				NCSU	Dspace	1840.20/8
"Marinov, Marin G."	personal				NCSU	Dspace	1840.20/8
"Marioni,  A."	personal				NCSU	Dspace	1840.20/8
"Mark, Leo"	personal				NCSU	Dspace	1840.20/8
"Markiewicz, M."	personal				NCSU	Dspace	1840.20/8
"Markland, Robert E."	personal				NCSU	Dspace	1840.20/8
"Markovitch, Nancy a."	personal				NCSU	Dspace	1840.20/8
"Markowitz, Harry M."	personal				NCSU	Dspace	1840.20/8
"Marks, Jeffrey S."	personal				NCSU	Dspace	1840.20/8
"Marks, Neil B."	personal				NCSU	Dspace	1840.20/8
"Markt, Pam Laney"	personal				NCSU	Dspace	1840.20/8
