name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	Institution	source_system	collection	source					
North Carolina. State Historic Preservation Office	corporate				http://lccn.loc.gov/n87885352	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Creative Services	corporate					NCSU	ArchivesSpace		ingest					
ASEAN	corporate				https://lccn.loc.gov/n80020520	NCSU	ArchivesSpace		lcnaf					
Association for Asian Studies. Committee on Research Materials on Southeast Asia	corporate				https://lccn.loc.gov/n85014989	NCSU	ArchivesSpace		lcnaf					
Tobacco Associates	corporate				https://lccn.loc.gov/no2013089140	NCSU	ArchivesSpace		lcnaf					
Psychologists for the Ethical Treatment of Animals	corporate				https://lccn.loc.gov/n88671443	NCSU	ArchivesSpace		lcnaf					
Animal Legal Defense Fund	corporate					NCSU	ArchivesSpace		local					
Animal Protection Society of Orange County	corporate					NCSU	ArchivesSpace		local					
"Farm Animal Reform Movement, Inc."	corporate				https://lccn.loc.gov/n89625312	NCSU	ArchivesSpace		lcnaf					
Lexington Chair Company	corporate					NCSU	ArchivesSpace		local					
Fund for Animals	corporate					NCSU	ArchivesSpace		local					
Humane Farming Association	corporate				https://lccn.loc.gov/no90005584	NCSU	ArchivesSpace		lcnaf					
In Defense of Animals (Group)	corporate				http://lccn.loc.gov/no97034597	NCSU	ArchivesSpace		lcnaf					
International Primate Protection League	corporate				https://lccn.loc.gov/n86021232	NCSU	ArchivesSpace		lcnaf					
Last Chance for Animals (Organization)	corporate				http://lccn.loc.gov/no93014153	NCSU	ArchivesSpace		lcnaf					
Medical Research Modernization Committee	corporate					NCSU	ArchivesSpace		local					
National Anti-Vivisection Society (U.S.)	corporate				http://lccn.loc.gov/n88617809	NCSU	ArchivesSpace		lcnaf					
New England Anti-Vivisection Society	corporate					NCSU	ArchivesSpace		local					
Physicians Committee for Responsible Medicine	corporate				https://lccn.loc.gov/n89625323	NCSU	ArchivesSpace		lcnaf					
Performing Animal Welfare Society	corporate					NCSU	ArchivesSpace		local					
Pulaski Furniture Company	corporate					NCSU	ArchivesSpace		local					
Primarily Primates Inc	corporate					NCSU	ArchivesSpace		local					
Sea Shepherd Conservation Society	corporate				https://lccn.loc.gov/n95060069	NCSU	ArchivesSpace		lcnaf					
North Carolina Cooperative Extension Secretaries' Association	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Libraries. Metadata and Cataloging Department	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Libraries. Associate Director for Public Services	corporate					NCSU	ArchivesSpace		local					
United States. Environmental Protection Agency	corporate				http://lccn.loc.gov/n79079597	NCSU	ArchivesSpace		lcnaf					
North Carolina Biotechnology Center	corporate				http://lccn.loc.gov/n83028668	NCSU	ArchivesSpace		lcnaf					
Duke Power Company	corporate				http://lccn.loc.gov/n50027622	NCSU	ArchivesSpace		lcnaf					
"United States. Department of Health, Education, and Welfare"	corporate				http://lccn.loc.gov/n79006771	NCSU	ArchivesSpace		lcnaf					
Raleigh Engraving Service	corporate					NCSU	ArchivesSpace		local					
Williams Furniture Corporation	corporate					NCSU	ArchivesSpace		local					
UNC Institute for Transportation Research and Education	corporate				http://lccn.loc.gov/n82242660	NCSU	ArchivesSpace		lcnaf					
Pan American Games	corporate				http://lccn.loc.gov/n98056381	NCSU	ArchivesSpace		lcnaf					
Institute of Forest Genetics (U.S.)	corporate				http://lccn.loc.gov/n85346158	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Office of the Chancellor	corporate					NCSU	ArchivesSpace		local					
North Carolina State College -- Administration	corporate					NCSU	ArchivesSpace		local					
University of North Carolina (1793-1962)	corporate				http://lccn.loc.gov/n79032866	NCSU	ArchivesSpace		lcnaf					
United States. Public Works Administration	corporate				http://lccn.loc.gov/n50077372	NCSU	ArchivesSpace		lcnaf					
"United States. Army. Airborne Division, 82nd"	corporate				http://lccn.loc.gov/n80109831	NCSU	ArchivesSpace		lcnaf					
University of North Carolina at Chapel Hill. Library	corporate				http://lccn.loc.gov/n80120860	NCSU	ArchivesSpace		lcnaf					
Superconducting Super Collider Laboratory	corporate				https://lccn.loc.gov/n90699600	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Materials Science and Engineering	corporate				http://lccn.loc.gov/n90687579	NCSU	ArchivesSpace		lcnaf					
North Carolina Society of Women Engineers	corporate					NCSU	ArchivesSpace		local					
John H. Kerr Dam (Va.)	corporate				https://lccn.loc.gov/sh2015000718	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Libraries -- Administration	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Wolfpack Club	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. NC State Student Aid Association	corporate					NCSU	ArchivesSpace		local					
Fort Bragg (N.C.)	corporate				http://lccn.loc.gov/n84047562	NCSU	ArchivesSpace		lcnaf					
Fayetteville State Teachers College	corporate				http://lccn.loc.gov/n50071032	NCSU	ArchivesSpace		lcnaf					
Pope Air Force Base (N.C.)	corporate				http://lccn.loc.gov/n96019653	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Office of Student Conduct	corporate					NCSU	ArchivesSpace		local					
North Carolina State University -- Graduate students -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Philosophy and Religious Studies	corporate					NCSU	ArchivesSpace		ingest					
North Carolina Association of Colleges and Universities	corporate				http://lccn.loc.gov/n78014153	NCSU	ArchivesSpace		lcnaf					
American Association of University Professors	corporate				http://lccn.loc.gov/n79076108	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Program for Value-Added and Alternative Agriculture	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Housing	corporate					NCSU	ArchivesSpace		ingest					
Kannapolis (N.C.)	corporate				https://lccn.loc.gov/n82070864	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Women's Center	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Parents and Families Services	corporate					NCSU	ArchivesSpace		local					
"Kenneth McCoy Scott, Inc. (Firm)"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Graduate Student Association	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Council on Athletics	corporate					NCSU	ArchivesSpace		ingest					
Association of State Universities and Land-Grant Colleges	corporate				http://lccn.loc.gov/n80002411	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. College of Humanities and Social Sciences. Office of the Dean	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. School of Humanities and Social Sciences	corporate				http://lccn.loc.gov/n82166560	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. School of Liberal Arts	corporate				http://lccn.loc.gov/n82166429	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Basic Division	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. School of General Studies	corporate				http://lccn.loc.gov/n82166428	NCSU	ArchivesSpace		lcnaf					
N.C. MarketReady	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. Department of Athletics	corporate				https://lccn.loc.gov/no2018104611	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Board of Trustees	corporate					NCSU	ArchivesSpace		local					
"Albemarle Paper Supply (Albemarle, N.C.)"	corporate					NCSU	ArchivesSpace		local					
Carter Stadium	corporate					NCSU	ArchivesSpace		local					
North Carolina Extension Association of Family and Consumer Sciences	corporate					NCSU	ArchivesSpace		local					
Portland Cement Association	corporate				https://lccn.loc.gov/n79053194	NCSU	ArchivesSpace		lcnaf					
W. A. Wilkerson & Sons	corporate					NCSU	ArchivesSpace		local					
Hyalyn Porcelain Company	corporate					NCSU	ArchivesSpace		local					
MaDan Studio	corporate					NCSU	ArchivesSpace		local					
"North Carolina State University. Humanities Foundation, Inc."	corporate					NCSU	ArchivesSpace		ingest					
Center for Environmental Farming Systems	corporate				https://lccn.loc.gov/no2007004026	NCSU	ArchivesSpace		lcnaf					
American Cyanamid Company. Calco Chemical Division	corporate				http://lccn.loc.gov/no2009056403	NCSU	ArchivesSpace		lcnaf					
Civilian Conservation Corps (U.S.)	corporate				https://lccn.loc.gov/no90023182	NCSU	ArchivesSpace		lcnaf					
University of North Carolina (System). Board of Trustees	corporate				http://lccn.loc.gov/n80076153	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. African-American Student Affairs	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Office of International Services	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Emerging Issues Forum	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Millenium Seminars Series	corporate					NCSU	ArchivesSpace		local					
JC Raulston Arboretum at NC State University	corporate				http://lccn.loc.gov/no2002095738	NCSU	ArchivesSpace		lcnaf					
North Carolina Commercial Flower Growers' Association	corporate				http://lccn.loc.gov/nr96011781	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Student Government	corporate					NCSU	ArchivesSpace		local					
Champion International Corporation	corporate				https://lccn.loc.gov/n80146791	NCSU	ArchivesSpace		lcnaf					
"Meredith College (Raleigh, N.C.) -- History"	corporate					NCSU	ArchivesSpace		lcnaf					
"H. Raymond Weeks, Inc."	corporate					NCSU	ArchivesSpace		local					
Atlantic Equipment Corporpation	corporate					NCSU	ArchivesSpace		local					
"Joyce Engineering, Inc."	corporate				http://lccn.loc.gov/no95033974	NCSU	ArchivesSpace		lcnaf					
"Poche Perique Tobacco (Convent, La.)"	corporate					NCSU	ArchivesSpace		local					
Mabie-Bell Schokbeton Corporation	corporate					NCSU	ArchivesSpace		local					
Inland Steel Company	corporate				http://lccn.loc.gov/n81128115	NCSU	ArchivesSpace		lcnaf					
Snow Lumber Company	corporate					NCSU	ArchivesSpace		local					
Pittsburgh Plate Glass Company	corporate				http://lccn.loc.gov/n80090323	NCSU	ArchivesSpace		lcnaf					
Halifax Paper Company	corporate					NCSU	ArchivesSpace		local					
Sanymetal Products	corporate					NCSU	ArchivesSpace		local					
Brenner Steel	corporate					NCSU	ArchivesSpace		local					
Colonial Iron Works Inc	corporate					NCSU	ArchivesSpace		local					
Otis Elevator Company	corporate				http://lccn.loc.gov/n50080940	NCSU	ArchivesSpace		lcnaf					
Kawneer Amax	corporate					NCSU	ArchivesSpace		local					
Florida Steel Corporation	corporate					NCSU	ArchivesSpace		local					
Adams Westlake Company	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Office of Finance and Administration. University Graphics	corporate					NCSU	ArchivesSpace		local					
Central North Carolina Mineral Club Records	corporate					NCSU	ArchivesSpace		local					
"Atwood and Weeks, Inc."	corporate				https://lccn.loc.gov/no2017019104	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. School of Agriculture	corporate				http://lccn.loc.gov/n82228544	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Institute for Advanced Analytics	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Department of Student Development	corporate					NCSU	ArchivesSpace		ingest					
Interior Planning and Equipment (Firm)	corporate					NCSU	ArchivesSpace		local					
North Carolina. Board of Architecture	corporate				http://lccn.loc.gov/n80109168	NCSU	ArchivesSpace		lcnaf					
Peanut Collaborative Research Support Program	corporate				http://lccn.loc.gov/n86139163	NCSU	ArchivesSpace		lcnaf					
"Gardner Hall (Raleigh, N.C.)"	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. Course of Study Committee	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. College Curriculum Committee	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. University Courses and Curricula Committee	corporate					NCSU	ArchivesSpace		local					
Laboratory Corporation of America	corporate					NCSU	ArchivesSpace		lcnaf					
Southeastern Library Network	corporate				https://lccn.loc.gov/n80004163	NCSU	ArchivesSpace		lcnaf					
Frank Lloyd Wright Foundation	corporate					NCSU	ArchivesSpace		ingest					
Randolph-Macon College	corporate				http://lccn.loc.gov/n82116399	NCSU	ArchivesSpace		lcnaf					
Oliver Max Gardner Award	corporate				https://lccn.loc.gov/sh00005765	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Group Insurance & Benefits Committee	corporate					NCSU	ArchivesSpace		ingest					
American Civil Liberties Union of Wake County (N.C.)	corporate					NCSU	ArchivesSpace		local					
American Civil Liberties Union	corporate				http://lccn.loc.gov/n79079580	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Radiation Safety Committee	corporate					NCSU	ArchivesSpace		local					
American Public Works Association. North Carolina Chapter	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. University Transportation Committee	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Facilities Division. Physical Environment Committee	corporate					NCSU	ArchivesSpace		local					
Siddell Studio	corporate					NCSU	ArchivesSpace		local					
North Carolina State Fair	corporate				http://lccn.loc.gov/n85216646	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Division of Animal Husbandry	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Fellows Program	corporate				http://lccn.loc.gov/no91014691	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Institutional History and Commemoration Committee	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. University Dining Committee	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Admissions Committee	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Awards Committee	corporate					NCSU	ArchivesSpace		ingest					
