name	name_type	variants	role_or_relator	lcnaf_string	lcnaf_uri	Institution	source_system	collection	source					
North Carolina State University. College of Engineering -- Faculty -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Office of Diversity and African American Affairs	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Clock Tower Investment Club	corporate					NCSU	ArchivesSpace		ingest					
"Christ Church (Raleigh, N.C.)"	corporate				http://lccn.loc.gov/n98074873	NCSU	ArchivesSpace		lcnaf					
North Carolina Farm Bureau Federation	corporate				https://lccn.loc.gov/no2014040301	NCSU	ArchivesSpace		lcnaf					
North Carolina Farm Bureau Mutual Insurance Company	corporate				https://lccn.loc.gov/no2016000483	NCSU	ArchivesSpace		lcnaf					
North Carolina Farm Bureau Service Company	corporate					NCSU	ArchivesSpace		local					
North Carolina Farm Bureau Marketing Association	corporate					NCSU	ArchivesSpace		local					
North Carolina Farm Bureau. Women's Committee	corporate					NCSU	ArchivesSpace		local					
Chi Epsilon. North Carolina State University Chapter (U.S.)	corporate					NCSU	ArchivesSpace		local					
Chi Epsilon. Publications (U.S.) -- Publications	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. College of Engineering -- Students -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina Agricultural Society	corporate				http://lccn.loc.gov/n85216644	NCSU	ArchivesSpace		lcnaf					
"Wake Forest Baptist Church (Wake Forest, N.C.)"	corporate				http://lccn.loc.gov/n93003928	NCSU	ArchivesSpace		lcnaf					
Sigma Chi Gamma Fraternity -- History	corporate					NCSU	ArchivesSpace		ingest					
"Sigma Pi Fraternity, International. Rho Chapter (North Carolina State University)"	corporate					NCSU	ArchivesSpace		local					
Collegiate 4-H. North Carolina State University Club	corporate					NCSU	ArchivesSpace		local					
North Carolina Agricultural Extension Service	corporate				http://lccn.loc.gov/n82058527	NCSU	ArchivesSpace		lcnaf					
American Crafts Council	corporate				http://lccn.loc.gov/n79125162	NCSU	ArchivesSpace		lcnaf					
American Society of Industrial Designers	corporate				http://lccn.loc.gov/n81126117	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Office of University Planning and Analysis	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Office of Scholarships and Financial Aid	corporate					NCSU	ArchivesSpace		local					
American Society of Civil Engineers. North Carolina State University Student Chapter	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Division of Business and Finance	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Centennial Campus	corporate					NCSU	ArchivesSpace		local					
North Carolina State University -- Buildings -- Planning	corporate					NCSU	ArchivesSpace		lcnaf					
Gamma Sigma Delta. North Carolina State University Chapter	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Industrial Design	corporate					NCSU	ArchivesSpace		ingest					
American Institute of Electrical Engineers -- History	corporate					NCSU	ArchivesSpace		lcnaf					
Institute of Electrical and Electronics Engineers. North Carolina State University Student Branch	corporate					NCSU	ArchivesSpace		local					
Institute of Radio Engineers -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Political Science and Public Administration	corporate				http://lccn.loc.gov/n83191269	NCSU	ArchivesSpace		lcnaf					
Animal Welfare Institute	corporate				http://lccn.loc.gov/n79062851	NCSU	ArchivesSpace		lcnaf					
"North Carolina State University. Department of Civil, Construction, and Environmental Engineering"	corporate				http://lccn.loc.gov/no2007126425	NCSU	ArchivesSpace		lcnaf					
American Association for Laboratory Animal Science	corporate				http://lccn.loc.gov/n85232789	NCSU	ArchivesSpace		lcnaf					
Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES)	corporate					NCSU	ArchivesSpace		local					
Defenders of Wildlife	corporate				http://lccn.loc.gov/n50051607	NCSU	ArchivesSpace		lcnaf					
International Committee on Laboratory Animals	corporate				http://lccn.loc.gov/n50077929	NCSU	ArchivesSpace		lcnaf					
International Whaling Commission	corporate				https://lccn.loc.gov/n79077511	NCSU	ArchivesSpace		lcnaf					
International Wildlife Coalition	corporate				http://lccn.loc.gov/n88179447	NCSU	ArchivesSpace		lcnaf					
MONITOR (Consortium)	corporate					NCSU	ArchivesSpace		local					
National Society for Medical Research (U.S.)	corporate				http://lccn.loc.gov/no2006065862	NCSU	ArchivesSpace		lcnaf					
Society for Animal Protective Legislation	corporate				https://lccn.loc.gov/n2017187503	NCSU	ArchivesSpace		lcnaf					
Universities Federation for Animal Welfare	corporate				http://lccn.loc.gov/n50082374	NCSU	ArchivesSpace		lcnaf					
Engineers' Council for Professional Development	corporate				http://lccn.loc.gov/n87804832	NCSU	ArchivesSpace		lcnaf					
Zachary & Zachary Artistic Wood Mantels	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Philosophy	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Judo Club	corporate					NCSU	ArchivesSpace		ingest					
Argus Archives	corporate					NCSU	ArchivesSpace		local					
"Two Mauds, Inc."	corporate					NCSU	ArchivesSpace		local					
"Abraxas, Inc. North Carolina State University Chapter"	corporate					NCSU	ArchivesSpace		local					
"Barrier Free Environments, Inc."	corporate				http://lccn.loc.gov/n79115071	NCSU	ArchivesSpace		lcnaf					
"BFE Architecture, PA"	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Center for Accessible Housing	corporate				http://lccn.loc.gov/no94042775	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Center for Universal Design	corporate				http://lccn.loc.gov/no00067017	NCSU	ArchivesSpace		lcnaf					
Southern Water Resources and Pollution Control Conference	corporate				http://lccn.loc.gov/no94040369	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Extension Poultry Service	corporate					NCSU	ArchivesSpace		ingest					
North Carolina Agricultural Extension Service. Poultry Extension	corporate					NCSU	ArchivesSpace		local					
Industry-N.C. State Cooperative Tree Improvement Program	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Electrical and Computer Engineering -- Faculty	corporate					NCSU	ArchivesSpace		lcnaf					
Citizens for a Liveable Raleigh	corporate					NCSU	ArchivesSpace		local					
Wake Environment	corporate					NCSU	ArchivesSpace		local					
"Alumni Memorial Building (Raleigh, NC)"	corporate					NCSU	ArchivesSpace		local					
Young Men's Christian Association (North Carolina State College)	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. College of Education	corporate					NCSU	ArchivesSpace		ingest					
Dairy Foundation	corporate					NCSU	ArchivesSpace		local					
"United States. Army Air Forces. College Training Detachment (Air Crew), 59th"	corporate				https://lccn.loc.gov/no2013041868	NCSU	ArchivesSpace		lcnaf					
Dairy Herd Improvement Association	corporate					NCSU	ArchivesSpace		local					
North Carolina 4-H Horse Program	corporate				http://lccn.loc.gov/no95030780	NCSU	ArchivesSpace		lcnaf					
Self Knowledge Symposium Foundation. North Carolina State University Chapter	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Computing Center	corporate				http://lccn.loc.gov/n83028626	NCSU	ArchivesSpace		lcnaf					
Naval Surface Weapons Center	corporate				http://lccn.loc.gov/n80030681	NCSU	ArchivesSpace		lcnaf					
United States. Department of Defense -- Research	corporate					NCSU	ArchivesSpace		lcnaf					
United States. Navy -- Weapons systems	corporate				https://lccn.loc.gov/sh85141029	NCSU	ArchivesSpace		lcnaf					
Virginia Polytechnic Institute and State University -- Faculty	corporate					NCSU	ArchivesSpace		lcnaf					
Virginia Polytechnic Institute and State University. Department of Computer Science	corporate				http://lccn.loc.gov/n89626846	NCSU	ArchivesSpace		lcnaf					
Virginia Polytechnic Institute and State University. Systems Research Center	corporate				http://lccn.loc.gov/no97038902	NCSU	ArchivesSpace		lcnaf					
North Carolina Academy of Science	corporate				http://lccn.loc.gov/n83028654	NCSU	ArchivesSpace		lcnaf					
Theta Chi Fraternity. Delta Rho Chapter (North Carolina State University)	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Friends of the Library	corporate				http://lccn.loc.gov/no95056048	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Electrical and Computer Engineering -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State College -- Periodicals	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Libraries. Information Technology Department	corporate					NCSU	ArchivesSpace		local					
Forest Farmers Association	corporate				http://lccn.loc.gov/no96008362	NCSU	ArchivesSpace		lcnaf					
Hardwood Research Council	corporate				http://lccn.loc.gov/n79075455	NCSU	ArchivesSpace		lcnaf					
National Forest Products Association	corporate				http://lccn.loc.gov/n50079172	NCSU	ArchivesSpace		lcnaf					
Society of American Foresters	corporate				https://lccn.loc.gov/n79066180	NCSU	ArchivesSpace		lcnaf					
Theta Tau. Rho Chapter (North Carolina State University)	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Zoology -- Faculty	corporate					NCSU	ArchivesSpace		local					
Watauga Club	corporate				http://lccn.loc.gov/n88259391	NCSU	ArchivesSpace		lcnaf					
North Carolina Sea Grant College Program	corporate				http://lccn.loc.gov/n97060144	NCSU	ArchivesSpace		lcnaf					
UNC Sea Grant College Program	corporate				http://lccn.loc.gov/n81096671	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Athletics	corporate					NCSU	ArchivesSpace		local					
United States. Agricultural Research Service	corporate				http://lccn.loc.gov/n79108942	NCSU	ArchivesSpace		lcnaf					
Weed Science Society of America	corporate				http://lccn.loc.gov/n50022713	NCSU	ArchivesSpace		lcnaf					
Lambda Chi Alpha. Gamma Upsilon Zeta Chapter (North Carolina State University)	corporate					NCSU	ArchivesSpace		local					
North Carolina Greenways Advisory Panel	corporate				http://lccn.loc.gov/n95011236	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. School of Textiles -- Students	corporate					NCSU	ArchivesSpace		local					
Cannon Mills Company	corporate				http://lccn.loc.gov/n96029692	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Zoology -- History	corporate					NCSU	ArchivesSpace		local					
United States. Army. Reserve Officers' Training Corps -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Family and Consumer Sciences -- History	corporate					NCSU	ArchivesSpace		ingest					
Elon College	corporate				http://lccn.loc.gov/n81043544	NCSU	ArchivesSpace		lcnaf					
Guy E. Crampton and Associates	corporate					NCSU	ArchivesSpace		local					
"William Henley Deitrick, Inc."	corporate					NCSU	ArchivesSpace		local					
North Carolina State University -- Awards	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. University Planning and Analysis	corporate					NCSU	ArchivesSpace		local					
North Carolina State University -- Planning	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State College. School of Engineering -- History	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Engineers' Council	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Libraries. University Archives	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Division of Information Technology	corporate					NCSU	ArchivesSpace		local					
Order of St. Patrick. North Carolina	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Bookstores	corporate					NCSU	ArchivesSpace		ingest					
Phi Beta Kappa. Zeta of North Carolina Chapter (North Carolina State University)	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. School of Architecture	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. Department of Architecture	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. School of Architecture -- History	corporate					NCSU	ArchivesSpace		local					
Massachusetts Institute of Technology. Fibers and Polymers Laboratories	corporate				https://lccn.loc.gov/no95006038	NCSU	ArchivesSpace		lcnaf					
Perry-Wynns Fish Company	corporate					NCSU	ArchivesSpace		local					
American Association of University Professors. North Carolina State University Chapter	corporate					NCSU	ArchivesSpace		local					
Eta Kappa Nu. Beta Eta Chapter	corporate					NCSU	ArchivesSpace		local					
American Council on Education	corporate				http://lccn.loc.gov/n79053955	NCSU	ArchivesSpace		lcnaf					
Phi Eta Sigma. North Carolina State University Chapter	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Libraries. Collection Management Department	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Bicycle Club	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University -- Professional employees -- History	corporate					NCSU	ArchivesSpace		lcnaf					
American Association of Agricultural College Editors	corporate				http://lccn.loc.gov/n50060436	NCSU	ArchivesSpace		lcnaf					
North Carolina Bird Club	corporate					NCSU	ArchivesSpace		local					
Raleigh Bird Club	corporate					NCSU	ArchivesSpace		local					
Raleigh Men's Horticultural Club	corporate					NCSU	ArchivesSpace		local					
Tri-State Tobacco Growers Association	corporate				https://lccn.loc.gov/n83311668	NCSU	ArchivesSpace		lcnaf					
Society of the Sigma Xi. North Carolina State University Chapter	corporate					NCSU	ArchivesSpace		local					
Women Administrators in North Carolina Higher Education	corporate					NCSU	ArchivesSpace		local					
North Carolina State University College Station Credit Union	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. College of Veterinary Medicine -- Faculty -- History	corporate					NCSU	ArchivesSpace		lcnaf					
Battelle Memorial Institute	corporate				http://lccn.loc.gov/n79112263	NCSU	ArchivesSpace		lcnaf					
CIBA-GEIGY Limited	corporate				http://lccn.loc.gov/n82092320	NCSU	ArchivesSpace		lcnaf					
Sandoz AG	corporate				http://lccn.loc.gov/n81043320	NCSU	ArchivesSpace		lcnaf					
US Army Medical Research Acquisition Agency	corporate				http://lccn.loc.gov/n84098069	NCSU	ArchivesSpace		lcnaf					
North Carolina State College Self-Help Club	corporate					NCSU	ArchivesSpace		local					
Chicago Steel Tape Company	corporate				http://lccn.loc.gov/no99000905	NCSU	ArchivesSpace		lcnaf					
North Carolina Society of Engineers	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Division of Enrollment Management and Services	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University -- Curricula	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Degrees	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Students -- Discipline	corporate					NCSU	ArchivesSpace		lcnaf					
American Anti-Vivisection Society	corporate				http://lccn.loc.gov/n82118605	NCSU	ArchivesSpace		lcnaf					
Culture and Animals Foundation	corporate				http://lccn.loc.gov/n89628415	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Club Football	corporate					NCSU	ArchivesSpace		ingest					
American Society of Agronomy	corporate				http://lccn.loc.gov/n78095813	NCSU	ArchivesSpace		lcnaf					
"Asian Institute for Rural Development (Bangalore, India)"	corporate				http://lccn.loc.gov/no2002050444	NCSU	ArchivesSpace		lcnaf					
Consultative Group On International Agriculture Research	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Design and Construction Services	corporate					NCSU	ArchivesSpace		local					
Ford Foundation	corporate				http://lccn.loc.gov/n79066088	NCSU	ArchivesSpace		lcnaf					
International Council for Research in Agroforestry	corporate				http://lccn.loc.gov/n82038804	NCSU	ArchivesSpace		lcnaf					
International Crops Research Institute for the Semi-Arid Tropics	corporate				http://lccn.loc.gov/n78027665	NCSU	ArchivesSpace		lcnaf					
International Irrigation Management Institute	corporate				http://lccn.loc.gov/n88621465	NCSU	ArchivesSpace		lcnaf					
International Laboratory for Research on Animal Diseases	corporate				http://lccn.loc.gov/n80077123	NCSU	ArchivesSpace		lcnaf					
International Livestock Centre for Africa	corporate				http://lccn.loc.gov/n79099524	NCSU	ArchivesSpace		lcnaf					
International Rice Research Institute	corporate				http://lccn.loc.gov/n80106921	NCSU	ArchivesSpace		lcnaf					
International Service for National Agricultural Research	corporate				http://lccn.loc.gov/n83301709	NCSU	ArchivesSpace		lcnaf					
Ohio University	corporate				http://lccn.loc.gov/n79069797	NCSU	ArchivesSpace		lcnaf					
Rockefeller Foundation	corporate				http://lccn.loc.gov/n78084859	NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Faculty -- History -- 20th century	corporate					NCSU	ArchivesSpace		lcnaf					
Rotary International	corporate				http://lccn.loc.gov/n80038307	NCSU	ArchivesSpace		lcnaf					
Sahel Institute	corporate				http://lccn.loc.gov/n82036983	NCSU	ArchivesSpace		lcnaf					
Soil Science Society of America	corporate				http://lccn.loc.gov/n81075780	NCSU	ArchivesSpace		lcnaf					
West Africa Rice Development Association	corporate				http://lccn.loc.gov/n77004909	NCSU	ArchivesSpace		lcnaf					
World Bank	corporate				http://lccn.loc.gov/n79043403	NCSU	ArchivesSpace		lcnaf					
Jane S. McKimmon Center for Extension and Continuing Education	corporate				http://lccn.loc.gov/n81137740	NCSU	ArchivesSpace		lcnaf					
Lawrence Berkeley National Laboratory. Advanced Light Source	corporate				http://lccn.loc.gov/no00074642	NCSU	ArchivesSpace		lcnaf					
American Physical Society	corporate				http://lccn.loc.gov/n80096507	NCSU	ArchivesSpace		lcnaf					
United States. Army Research Office	corporate				http://lccn.loc.gov/n79045107	NCSU	ArchivesSpace		lcnaf					
Brookhaven National Laboratory	corporate				http://lccn.loc.gov/n79034815	NCSU	ArchivesSpace		lcnaf					
Columbia (Spacecraft)	corporate				http://lccn.loc.gov/n81116268	NCSU	ArchivesSpace		lcnaf					
Canadian Light Source	corporate					NCSU	ArchivesSpace		local					
Exxon Corporation	corporate				http://lccn.loc.gov/n79053084	NCSU	ArchivesSpace		lcnaf					
International XAFS Society	corporate					NCSU	ArchivesSpace		local					
Massachusetts Institute of Technology	corporate				http://lccn.loc.gov/n79006591	NCSU	ArchivesSpace		lcnaf					
Mobil Research and Development Corporation	corporate				http://lccn.loc.gov/n79093095	NCSU	ArchivesSpace		lcnaf					
Brookhaven National Laboratory. National Synchrotron Light Source	corporate				http://lccn.loc.gov/n84073613	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Physics -- History	corporate					NCSU	ArchivesSpace		lcnaf					
United States. Office of Naval Research	corporate				http://lccn.loc.gov/n78085480	NCSU	ArchivesSpace		lcnaf					
Procter & Gamble Company	corporate				http://lccn.loc.gov/n50078465	NCSU	ArchivesSpace		lcnaf					
United States. Department of Energy	corporate				http://lccn.loc.gov/n78034868	NCSU	ArchivesSpace		lcnaf					
Mars Hill College -- History	corporate					NCSU	ArchivesSpace		lcnaf					
"University of California, Berkeley -- Students -- History"	corporate					NCSU	ArchivesSpace		lcnaf					
University of Connecticut	corporate				http://lccn.loc.gov/n79056688	NCSU	ArchivesSpace		lcnaf					
University of North Carolina (System)	corporate				http://lccn.loc.gov/n80126254	NCSU	ArchivesSpace		lcnaf					
University of Washington -- Students -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Forestry and Environmental Resources	corporate					NCSU	ArchivesSpace		ingest					
American Institute of Chemical Engineers. North Carolina State University Student Chapter	corporate					NCSU	ArchivesSpace		local					
North Carolina State University -- Aerial views	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina College of Agriculture and Mechanic Arts -- History -- 19th century	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Maps	corporate					NCSU	ArchivesSpace		lcnaf					
American Nuclear Society. North Carolina State University Student Branch	corporate					NCSU	ArchivesSpace		local					
Space Shuttle Program (U.S.) -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Electrical and Computer Engineering	corporate				http://lccn.loc.gov/nr00018529	NCSU	ArchivesSpace		lcnaf					
"North Carolina State University -- Alumni and alumnae -- Societies, etc."	corporate					NCSU	ArchivesSpace		lcnaf					
Mountains to Sound Greenway Trust	corporate				http://lccn.loc.gov/n93104723	NCSU	ArchivesSpace		lcnaf					
Thomas Jefferson Memorial Foundation	corporate				https://lccn.loc.gov/n81149762	NCSU	ArchivesSpace		lcnaf					
Thomas Jefferson Foundation	corporate				http://lccn.loc.gov/no2001019149	NCSU	ArchivesSpace		lcnaf					
Monticello (Va.)	corporate				http://lccn.loc.gov/sh85087069	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Department of Physics	corporate					NCSU	ArchivesSpace		local					
Association for the Concerns of African American Graduate Students	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Agricultural Institute	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Agricultural Policy Institute	corporate				http://lccn.loc.gov/n87133538	NCSU	ArchivesSpace		lcnaf					
United States. National Aeronautics and Space Administration -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Agricultural and Resource Economics	corporate				http://lccn.loc.gov/n91060330	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Animal Science	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Plant Biology	corporate				http://lccn.loc.gov/no2012049820	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Communication Services	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Department of Economics	corporate				http://lccn.loc.gov/n82134513	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Horticultural Science	corporate				http://lccn.loc.gov/n84201399	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Toxicology	corporate				http://lccn.loc.gov/n92079047	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Zoology	corporate					NCSU	ArchivesSpace		ingest					
Southeastern Plant Environment Laboratory	corporate				http://lccn.loc.gov/n84086944	NCSU	ArchivesSpace		lcnaf					
Randleigh Foundation	corporate					NCSU	ArchivesSpace		local					
National 4-H Conference	corporate				http://lccn.loc.gov/n82068680	NCSU	ArchivesSpace		lcnaf					
Wilmington College -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Furniture Research and Development Applications Institute	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Thompson Theater	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. College Union	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University. Libraries. Staff Association	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. Department of Agricultural Economics -- History	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Department of Agricultural and Resource Economics -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Engineering Communications	corporate					NCSU	ArchivesSpace		ingest					
"Grove Arcade (Asheville, N.C.)"	corporate					NCSU	ArchivesSpace		local					
North Carolina Vegetable Growers Association	corporate				http://lccn.loc.gov/no2004078667	NCSU	ArchivesSpace		lcnaf					
ACDI/VOCA (Organization)	corporate				http://lccn.loc.gov/no98094046	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. College of Humanities and Social Sciences. Administrative Board	corporate					NCSU	ArchivesSpace		local					
American Students for Action	corporate					NCSU	ArchivesSpace		local					
CONspiroCY	corporate					NCSU	ArchivesSpace		local					
New Mobilization Committee to End the War in Vietnam	corporate				https://lccn.loc.gov/n90692243	NCSU	ArchivesSpace		lcnaf					
People's Peace Treaty (Organization)	corporate				https://lccn.loc.gov/no2008008304	NCSU	ArchivesSpace		lcnaf					
Progressive Action Commune	corporate					NCSU	ArchivesSpace		local					
Raleigh Free University	corporate					NCSU	ArchivesSpace		local					
Young Americans for Freedom	corporate				http://lccn.loc.gov/n79007254	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Adult and Higher Education	corporate					NCSU	ArchivesSpace		ingest					
Institute of Adult Extension Education	corporate					NCSU	ArchivesSpace		local					
George Matsumoto and Associates	corporate					NCSU	ArchivesSpace		local					
National Association of Deans and Advisers of Men (U.S.)	corporate				http://lccn.loc.gov/n83051611	NCSU	ArchivesSpace		lcnaf					
North Carolina Cooperative Extension Service -- Photographs	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Buildings -- Photographs	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Faculty -- Photographs	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Football -- Photographs	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Sports -- Photographs	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University -- Students -- Photographs	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Office of the Provost. University Program on Science and Society	corporate					NCSU	ArchivesSpace		local					
"American Land Forum, Inc."	corporate				http://lccn.loc.gov/n80096083	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Marching Cadet Fraternity	corporate					NCSU	ArchivesSpace		local					
"Bladenboro High School (Bladenboro, N.C.)"	corporate					NCSU	ArchivesSpace		local					
National Association of Student Personnel Administrators (U.S.)	corporate				http://lccn.loc.gov/n83051612	NCSU	ArchivesSpace		lcnaf					
"Stinceon Institute and Commercial School (Orrum, N.C.)"	corporate					NCSU	ArchivesSpace		local					
North Carolina State College. Department of Physics--History	corporate					NCSU	ArchivesSpace		local					
Franklinton City Schools (N.C)	corporate					NCSU	ArchivesSpace		local					
Kappa Phi Kappa. Alpha Sigma Chapter (North Carolina State University)	corporate					NCSU	ArchivesSpace		local					
Wake Forest College -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina Wildlife Federation	corporate				http://lccn.loc.gov/n84003737	NCSU	ArchivesSpace		lcnaf					
Raleigh-Durham Airport (N.C.)	corporate				https://lccn.loc.gov/no2010040378	NCSU	ArchivesSpace		lcnaf					
William B. Umstead State Park (N.C.)	corporate				http://lccn.loc.gov/sh00000291	NCSU	ArchivesSpace		lcnaf					
Chinqua-Penn Foundation	corporate					NCSU	ArchivesSpace		local					
National Interfraternity Conference	corporate				http://lccn.loc.gov/n91069216	NCSU	ArchivesSpace		lcnaf					
University of North Carolina at Greensboro -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Transportation	corporate					NCSU	ArchivesSpace		ingest					
North Carolina State University -- Sports -- Press coverage	corporate					NCSU	ArchivesSpace		lcnaf					
Zürcherische Seidenwebschule	corporate					NCSU	ArchivesSpace		local					
North Carolina Cooperative Extension Service. Department of Agricultural and Extension Education	corporate					NCSU	ArchivesSpace		local					
North Carolina State University. Industrial Extension Service	corporate				http://lccn.loc.gov/n82093899	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Libraries	corporate				http://lccn.loc.gov/no99066348	NCSU	ArchivesSpace		lcnaf					
North Carolina State College. Alumni Association	corporate				http://lccn.loc.gov/no92007885	NCSU	ArchivesSpace		lcnaf					
"North Carolina State College. North Carolina Energy Foundation, Inc."	corporate					NCSU	ArchivesSpace		local					
United States. Entomology Research Division	corporate				http://lccn.loc.gov/n82115280	NCSU	ArchivesSpace		lcnaf					
Phi Beta Kappa -- History	corporate					NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Department of Forestry and Environmental Resources -- History	corporate					NCSU	ArchivesSpace		ingest					
Society of American Foresters -- History	corporate					NCSU	ArchivesSpace		lcnaf					
Cornell University	corporate				http://lccn.loc.gov/n79021621	NCSU	ArchivesSpace		lcnaf					
Research Triangle Park (N.C.)	corporate				http://lccn.loc.gov/sh2001003364	NCSU	ArchivesSpace		lcnaf					
Yale University	corporate				http://lccn.loc.gov/n79043367	NCSU	ArchivesSpace		lcnaf					
North Carolina. Department of Agriculture	corporate				http://lccn.loc.gov/n80089426	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. College of Veterinary Medicine -- History	corporate					NCSU	ArchivesSpace		lcnaf					
United States. Army	corporate				http://lccn.loc.gov/n79063202	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Forest Biotechnology Program	corporate					NCSU	ArchivesSpace		ingest					
United States. Army Air Forces -- Officers -- Correspondence	corporate					NCSU	ArchivesSpace		lcnaf					
Pi Kappa Delta -- History	corporate					NCSU	ArchivesSpace		lcnaf					
United States. Army Air Forces -- Military life	corporate					NCSU	ArchivesSpace		lcnaf					
Geological Survey (U.S.)	corporate				http://lccn.loc.gov/n80092173	NCSU	ArchivesSpace		lcnaf					
Great Northern Railway Company (U.S.)	corporate				http://lccn.loc.gov/n80081553	NCSU	ArchivesSpace		lcnaf					
North Carolina State University. Libraries. Director of Planning and Research	corporate					NCSU	ArchivesSpace		local					
North Carolina State University -- Study and teaching (Continuing education)	corporate					NCSU	ArchivesSpace		lcnaf					
